net,length_um
u_uart_rx.baud_cnt\[0\],159.09µm
net214,157.92µm
clknet_5_4__leaf_sys_clk_i,157.56µm
net308,154.35µm
_0293_,154.15µm
clknet_5_30__leaf_sys_clk_i,154.15µm
clknet_5_29__leaf_sys_clk_i,154.1µm
_0739_,153.49µm
net128,152.32µm
r_uart_div\[8\],151.92µm
_0501_,151.91µm
r_uart_div\[15\],151.3µm
_0361_,149.67µm
clknet_5_16__leaf_sys_clk_i,149.67µm
net112,148.4µm
net209,148.09µm
net404,147.99µm
clknet_5_11__leaf_sys_clk_i,145.29µm
net239,144.48µm
s_uart_en_rx,144.02µm
r_uart_div\[13\],141.83µm
r_uart_div\[9\],141.83µm
net5,141.78µm
net207,140.05µm
net210,140µm
net21,139.49µm
u_uart_rx.baud_cnt\[4\],139.49µm
s_uart_rx_clean_fifo,138.93µm
r_uart_div\[6\],135.11µm
net305,135.11µm
net392,133.94µm
net281,133.43µm
s_data_rx_dc\[4\],132.54µm
net247,132.26µm
_0377_,132.21µm
net236,131.7µm
clknet_5_14__leaf_sys_clk_i,131.19µm
net177,131.14µm
r_uart_div\[14\],129.97µm
net259,129.46µm
clknet_5_20__leaf_sys_clk_i,129.46µm
net218,128.8µm
_0408_,128.44µm
net258,127.17µm
clknet_5_6__leaf_sys_clk_i,126.81µm
s_uart_rx_irq_en,125.54µm
u_dc_fifo_rx.u_din.write_token\[3\],125.03µm
clknet_5_12__leaf_sys_clk_i,124.93µm
net346,124.88µm
_0706_,124.42µm
clknet_5_8__leaf_periph_clk_i,124.42µm
net262,124.37µm
net228,123.81µm
net338,123.4µm
net231,122.79µm
clknet_5_5__leaf_sys_clk_i,122.18µm
u_reg_if.r_uart_rx_data\[1\],121.52µm
net402,121.16µm
net307,121.01µm
net230,119.99µm
clknet_5_25__leaf_sys_clk_i,119.43µm
net315,119.38µm
_0450_,118.82µm
u_uart_rx.reg_rx_sync\[2\],117.85µm
u_uart_rx.baud_cnt\[9\],117.75µm
s_uart_bits\[0\],117.14µm
u_uart_tx.busy_o,117.09µm
_0376_,117.04µm
_0743_,115.97µm
net222,115.41µm
u_uart_rx.bit_done,113.88µm
clknet_5_22__leaf_periph_clk_i,113.27µm
net223,113.12µm
_0374_,112.2µm
net347,112.15µm
net385,112.15µm
u_dc_fifo_rx.u_din.full.full_synch.d_in\[0\],112µm
net232,111.59µm
clknet_5_1__leaf_sys_clk_i,111.08µm
cfg_rx_size_o[4],110.74µm
net242,110.32µm
_0576_,110.01µm
u_uart_rx.baud_cnt\[3\],109.96µm
net212,109.86µm
net85,109.81µm
u_uart_rx.baud_cnt\[6\],109.81µm
_0744_,109.3µm
net1,108.79µm
net332,108.18µm
net285,107.62µm
net213,107.57µm
net303,107.06µm
clknet_5_0__leaf_sys_clk_i,105.94µm
cfg_rx_size_o[6],105.85µm
cfg_tx_size_o[3],105.7µm
_0460_,105.33µm
net337,105.33µm
net452,105.33µm
cfg_rx_size_o[1],105.14µm
net414,104.31µm
net164,104.26µm
cfg_rx_size_o[5],103.83µm
net373,103.75µm
net179,103.29µm
clknet_5_28__leaf_sys_clk_i,103.24µm
net221,103.19µm
clknet_5_15__leaf_sys_clk_i,102.63µm
clknet_5_21__leaf_sys_clk_i,102.63µm
net250,102.58µm
data_rx_o[3],102.495µm
cfg_tx_startaddr_o[4],102.34µm
net225,102.12µm
net456,101.51µm
net265,101.41µm
cfg_rx_startaddr_o[1],101.37µm
_0429_,100.95µm
cfg_tx_size_o[13],100.66µm
cfg_rx_startaddr_o[8],100.1µm
net162,99.27µm
u_uart_rx.baud_cnt\[10\],99.27µm
net409,99.27µm
s_uart_div\[6\],99.22µm
u_dc_fifo_rx.u_din.write_token\[0\],98.71µm
clknet_5_26__leaf_periph_clk_i,98.2µm
net391,98.05µm
cfg_tx_size_o[0],97.96µm
clknet_5_27__leaf_sys_clk_i,97.64µm
u_uart_tx.CS\[2\],97.13µm
clknet_5_19__leaf_sys_clk_i,97.03µm
net348,96.88µm
cfg_data_i[2],96.74µm
u_dc_fifo_tx.u_din.write_token\[0\],96.62µm
_0685_,96.37µm
net173,96.37µm
net292,96.37µm
cfg_tx_size_o[5],96.18µm
cfg_tx_startaddr_o[9],96.18µm
u_uart_rx.CS\[1\],96.01µm
u_dc_fifo_rx.u_din.write_token\[1\],95.91µm
clknet_5_0__leaf_periph_clk_i,95.86µm
s_uart_parity_en,95.76µm
net370,95.76µm
cfg_rx_startaddr_o[0],95.62µm
s_data_rx_dc\[2\],95.3µm
net354,95.3µm
net198,95.2µm
cfg_rx_startaddr_o[3],95.11µm
clknet_5_16__leaf_periph_clk_i,94.89µm
clknet_5_18__leaf_sys_clk_i,94.84µm
clknet_5_22__leaf_sys_clk_i,94.79µm
u_uart_tx.baud_cnt\[1\],94.74µm
cfg_addr_i[1],94.65µm
net246,94.64µm
cfg_tx_startaddr_o[3],94.5µm
clknet_5_3__leaf_periph_clk_i,94.23µm
net104,94.18µm
r_uart_parity_en,94.18µm
net306,94.13µm
clknet_5_1__leaf_periph_clk_i,93.62µm
net455,93.06µm
clknet_5_26__leaf_sys_clk_i,93.01µm
cfg_tx_curr_addr_i[4],92.975µm
r_uart_div\[4\],92.55µm
u_uart_rx.baud_cnt\[5\],92.55µm
clknet_5_13__leaf_periph_clk_i,92.55µm
u_uart_tx.bit_done,92.5µm
cfg_tx_bytes_left_i[7],92.465µm
net159,92.4µm
net356,91.94µm
net397,91.94µm
clknet_5_24__leaf_sys_clk_i,91.94µm
_0785_,91.33µm
clknet_5_19__leaf_periph_clk_i,91.33µm
clknet_5_12__leaf_periph_clk_i,90.97µm
u_uart_tx.CS\[1\],90.87µm
net318,90.77µm
cfg_rx_bytes_left_i[4],90.275µm
cfg_tx_startaddr_o[8],90.02µm
clknet_5_21__leaf_periph_clk_i,89.85µm
net124,89.6µm
net160,89.6µm
net260,89.24µm
r_uart_en_tx_sync\[2\],89.09µm
cfg_rx_curr_addr_i[4],89.055µm
clknet_5_18__leaf_periph_clk_i,88.63µm
clknet_5_9__leaf_sys_clk_i,88.17µm
net387,88.07µm
net245,87.97µm
cfg_tx_size_o[8],87.78µm
net394,87.51µm
net439,87.51µm
net430,87.41µm
s_data_rx_dc\[7\],86.9µm
net343,86.85µm
_0513_,86.24µm
_0592_,86.24µm
cfg_rx_startaddr_o[5],86.15µm
cfg_rx_startaddr_o[2],86.1µm
clknet_5_17__leaf_periph_clk_i,85.88µm
clknet_5_24__leaf_periph_clk_i,85.78µm
data_rx_o[6],85.695µm
cfg_rx_size_o[13],85.59µm
u_dc_fifo_tx.u_dout.read_token\[1\],85.22µm
net310,85.22µm
cfg_tx_bytes_left_i[5],85.135µm
_0540_,85.12µm
s_uart_div\[0\],85.12µm
clknet_5_28__leaf_periph_clk_i,84.71µm
net364,84.61µm
r_uart_div\[0\],84.05µm
_0369_,84µm
cfg_valid_i,83.91µm
cfg_tx_startaddr_o[6],83.91µm
_0707_,83.49µm
cfg_rx_curr_addr_i[5],83.375µm
cfg_rx_size_o[8],83.3µm
net412,82.98µm
net155,82.88µm
clknet_5_7__leaf_sys_clk_i,82.57µm
net376,82.52µm
_0447_,82.47µm
net441,82.42µm
clknet_5_10__leaf_periph_clk_i,82.42µm
cfg_rx_size_o[0],82.23µm
cfg_tx_startaddr_o[5],82.23µm
u_uart_tx.baud_cnt\[0\],81.96µm
net372,81.86µm
net428,81.86µm
_0006_,81.81µm
net183,81.76µm
net436,81.3µm
r_uart_div\[10\],81.25µm
cfg_rx_pending_i,81.215µm
net401,81.2µm
cfg_rwn_i,81.11µm
cfg_rx_startaddr_o[6],81.06µm
cfg_tx_size_o[6],81.06µm
net353,80.69µm
clknet_5_5__leaf_periph_clk_i,80.69µm
net268,80.64µm
data_rx_o[2],80.195µm
cfg_rx_en_i,80.145µm
net190,80.08µm
cfg_tx_size_o[7],79.99µm
_0712_,79.72µm
u_uart_rx.CS\[0\],79.72µm
net286,79.67µm
net358,79.67µm
net206,79.62µm
net205,79.57µm
net279,79.57µm
clknet_5_25__leaf_periph_clk_i,79.11µm
net109,79.06µm
net229,78.65µm
_0494_,78.6µm
net249,78.6µm
clknet_5_9__leaf_periph_clk_i,78.5µm
u_uart_rx.baud_cnt\[7\],78.45µm
_0515_,78.4µm
u_uart_tx.CS\[0\],78.04µm
net227,77.99µm
_0365_,77.94µm
net215,77.94µm
cfg_data_o[2],77.905µm
_0697_,77.89µm
_0800_,77.89µm
net277,77.89µm
cfg_tx_curr_addr_i[5],77.855µm
cfg_data_o[4],77.855µm
_0848_,77.33µm
net446,77.33µm
net403,77.28µm
net418,76.87µm
clknet_5_23__leaf_periph_clk_i,76.87µm
cfg_tx_bytes_left_i[0],76.735µm
cfg_tx_en_i,76.735µm
net284,76.26µm
cfg_data_i[4],76.02µm
clknet_5_29__leaf_periph_clk_i,75.85µm
u_uart_rx.baud_cnt\[13\],75.75µm
u_uart_tx.baud_cnt\[8\],75.75µm
clknet_5_17__leaf_sys_clk_i,75.7µm
cfg_rx_curr_addr_i[1],75.665µm
cfg_rx_bytes_left_i[0],75.615µm
cfg_rx_bytes_left_i[1],75.615µm
cfg_rx_curr_addr_i[6],75.615µm
cfg_tx_curr_addr_i[1],75.615µm
u_dc_fifo_rx.dst_rstn_i,75.6µm
net141,75.14µm
net375,75.14µm
cfg_data_i[6],74.9µm
cfg_rx_startaddr_o[7],74.9µm
cfg_tx_startaddr_o[0],74.9µm
u_uart_rx.CS\[2\],74.73µm
u_dc_fifo_tx.u_din.write_token\[3\],74.63µm
u_uart_rx.baud_cnt\[1\],74.63µm
net291,74.63µm
clknet_5_2__leaf_sys_clk_i,74.53µm
cfg_rx_bytes_left_i[6],74.495µm
cfg_tx_bytes_left_i[4],74.495µm
_0370_,74.48µm
net271,74.07µm
net363,73.97µm
cfg_tx_curr_addr_i[8],73.78µm
clknet_5_13__leaf_sys_clk_i,73.56µm
net369,73.46µm
u_uart_rx.baud_cnt\[15\],73.41µm
cfg_tx_bytes_left_i[6],73.375µm
cfg_data_o[0],73.375µm
cfg_data_o[1],73.375µm
clknet_5_2__leaf_periph_clk_i,72.85µm
net270,72.8µm
cfg_rx_size_o[7],72.66µm
u_uart_tx.baud_cnt\[4\],72.44µm
net448,72.29µm
cfg_rx_curr_addr_i[7],72.255µm
cfg_rx_bytes_left_i[8],72.1µm
s_data_rx_dc\[3\],71.83µm
net158,71.78µm
u_dc_fifo_rx.u_din.write_token\[2\],71.78µm
net267,71.78µm
net193,71.73µm
net194,71.73µm
net103,71.73µm
cfg_tx_pending_i,71.695µm
u_fifo.i_fifo.elements\[0\],71.68µm
_0805_,71.42µm
net240,71.27µm
net289,71.27µm
_0723_,71.22µm
clknet_5_23__leaf_sys_clk_i,71.22µm
_0496_,71.17µm
_0502_,71.17µm
net200,71.17µm
net216,70.76µm
net453,70.76µm
u_dc_fifo_rx.u_dout.read_token\[1\],70.71µm
_0721_,70.66µm
_0362_,70.61µm
net419,70.61µm
net243,70.15µm
net422,70.15µm
_0784_,70.05µm
cfg_rx_bytes_left_i[5],70.015µm
cfg_data_o[5],69.505µm
u_dc_fifo_rx.u_din.buffer.data\[12\],69.49µm
cfg_rx_bytes_left_i[2],69.455µm
u_dc_fifo_tx.u_dout.empty_synch.d_out\[0\],69.44µm
cfg_data_i[0],69.3µm
_0802_,69.08µm
net253,68.98µm
data_rx_o[5],68.945µm
i_ep_err_parity.i_sync_clkb.i_pulp_sync.serial_i,68.93µm
u_uart_rx.baud_cnt\[8\],68.93µm
net365,68.93µm
cfg_data_o[6],68.895µm
clknet_5_8__leaf_sys_clk_i,68.42µm
clknet_5_27__leaf_periph_clk_i,68.42µm
_0629_,68.37µm
net68,68.37µm
clknet_5_14__leaf_periph_clk_i,68.37µm
net235,67.91µm
_0676_,67.81µm
cfg_data_i[25],67.775µm
s_data_rx_dc\[6\],67.35µm
i_ep_err_overflow.i_sync_clkb.i_pulp_sync.serial_i,67.25µm
u_dc_fifo_tx.u_din.write_token\[2\],67.25µm
net424,67.25µm
_0360_,67.2µm
net135,67.2µm
net79,67.2µm
net202,67.2µm
cfg_tx_startaddr_o[1],67.06µm
net345,66.74µm
net393,66.74µm
cfg_tx_curr_addr_i[2],66.655µm
net211,66.64µm
_0746_,66.23µm
_0778_,66.18µm
cfg_rx_curr_addr_i[2],66.095µm
net226,66.08µm
cfg_addr_i[3],65.94µm
_0563_,65.72µm
net256,65.62µm
net295,65.62µm
cfg_rx_bytes_left_i[3],65.585µm
net125,65.57µm
net411,65.57µm
data_rx_o[4],65.535µm
u_dc_fifo_rx.u_dout.read_token\[2\],65.11µm
net415,65.06µm
clknet_5_4__leaf_periph_clk_i,65.06µm
net342,65.01µm
net457,65.01µm
cfg_rx_startaddr_o[4],64.82µm
cfg_tx_bytes_left_i[1],64.465µm
s_uart_div\[10\],64.45µm
cfg_rx_bytes_left_i[13],64.415µm
cfg_rx_size_o[2],64.31µm
net368,63.99µm
net398,63.99µm
net64,63.89µm
u_uart_rx.baud_cnt\[14\],63.84µm
cfg_tx_startaddr_o[2],63.75µm
clknet_5_20__leaf_periph_clk_i,63.48µm
net73,63.43µm
net381,63.43µm
u_uart_tx.baud_cnt\[12\],63.33µm
cfg_data_i[18],63.295µm
cfg_data_i[22],63.295µm
u_fifo.i_fifo.buffer\[1\]\[5\],63.28µm
cfg_data_o[22],63.045µm
net377,62.82µm
net426,62.77µm
_0601_,62.72µm
net119,62.72µm
cfg_rx_bytes_left_i[9],62.58µm
net427,62.31µm
net374,62.26µm
cfg_tx_curr_addr_i[6],62.225µm
_0449_,62.21µm
net191,62.21µm
cfg_data_o[25],62.175µm
net107,62.16µm
data_rx_ready_i,62.07µm
cfg_tx_size_o[9],62.07µm
_0533_,61.8µm
net341,61.75µm
cfg_data_i[26],61.665µm
cfg_data_i[28],61.665µm
cfg_data_i[29],61.665µm
net431,61.65µm
cfg_data_i[16],61.615µm
cfg_data_o[28],61.615µm
net61,61.6µm
_0532_,61.14µm
clknet_4_1_0_sys_clk_i,61.14µm
_0298_,61.09µm
cfg_data_i[7],60.9µm
cfg_tx_size_o[12],60.9µm
net388,60.63µm
_0804_,60.58µm
net450,60.58µm
_0714_,60.53µm
cfg_data_i[20],60.495µm
cfg_data_o[16],60.495µm
net454,60.07µm
net355,60.02µm
_0758_,59.97µm
net172,59.97µm
cfg_rx_bytes_left_i[12],59.935µm
cfg_tx_bytes_left_i[2],59.935µm
_0493_,59.92µm
u_fifo.i_fifo.buffer\[1\]\[2\],59.51µm
u_uart_tx.baud_cnt\[2\],59.46µm
net447,59.46µm
clknet_5_15__leaf_periph_clk_i,59.41µm
cfg_data_i[1],59.27µm
cfg_tx_size_o[15],59.22µm
net407,59.18µm
_0495_,58.95µm
net4,58.95µm
net43,58.95µm
net378,58.9µm
net156,58.85µm
net217,58.85µm
cfg_tx_bytes_left_i[14],58.815µm
net264,58.8µm
net350,58.8µm
net400,58.8µm
cfg_data_i[5],58.66µm
u_fifo.i_fifo.buffer\[1\]\[3\],58.39µm
net383,58.34µm
net148,58.29µm
cfg_data_o[21],58.255µm
cfg_data_o[29],58.255µm
cfg_addr_i[2],58.1µm
net357,57.93µm
net333,57.78µm
net445,57.78µm
net417,57.73µm
cfg_tx_curr_addr_i[0],57.695µm
data_rx_o[1],57.695µm
_0343_,57.68µm
net93,57.68µm
net287,57.37µm
_0350_,57.27µm
net334,57.27µm
_0294_,57.17µm
cfg_data_i[21],57.135µm
uart_rx_i,57.135µm
cfg_data_o[3],57.135µm
net261,57.12µm
_0327_,56.71µm
_0822_,56.71µm
_0517_,56.66µm
net275,56.66µm
net408,56.66µm
clknet_5_3__leaf_sys_clk_i,56.66µm
cfg_data_o[27],56.625µm
_0444_,56.61µm
cfg_data_i[17],56.575µm
cfg_tx_size_o[4],56.57µm
_0650_,56.56µm
u_dc_fifo_rx.u_dout.read_token\[0\],56.15µm
net361,56.1µm
cfg_data_i[24],56.065µm
net176,56.05µm
net133,56µm
net152,56µm
net168,56µm
net488,55.86µm
cfg_addr_i[0],55.86µm
cfg_tx_curr_addr_i[7],55.86µm
_0448_,55.49µm
net352,55.49µm
net421,55.49µm
_0680_,55.44µm
net91,55.44µm
s_uart_div\[12\],55.44µm
u_reg_if.r_uart_rx_data_valid,55.44µm
cfg_rx_continuous_o,55.3µm
s_uart_div\[5\],55.03µm
_0694_,54.98µm
net238,54.93µm
cfg_data_o[17],54.895µm
cfg_data_o[30],54.895µm
_0358_,54.88µm
_0375_,54.88µm
net63,54.88µm
u_dc_fifo_tx.u_dout.read_token\[3\],54.57µm
net359,54.47µm
net35,54.37µm
net442,54.37µm
net331,54.32µm
cfg_data_i[8],54.18µm
net257,54.01µm
_0307_,53.86µm
u_fifo.i_fifo.elements\[1\],53.86µm
cfg_data_o[24],53.825µm
_0334_,53.81µm
net7,53.81µm
net241,53.81µm
cfg_data_o[26],53.775µm
net58,53.76µm
net192,53.76µm
u_dc_fifo_tx.u_din.full.full_synch.d_in\[0\],53.76µm
net325,53.45µm
net432,53.25µm
cfg_rx_size_o[12],53.06µm
_0674_,52.74µm
net413,52.74µm
clknet_5_31__leaf_periph_clk_i,52.74µm
cfg_data_o[20],52.655µm
_0677_,52.64µm
net437,52.18µm
cfg_tx_curr_addr_i[3],52.145µm
net196,52.13µm
net371,51.72µm
_0452_,51.62µm
net199,51.57µm
net336,51.57µm
net423,51.57µm
net380,51.52µm
_0691_,51.24µm
cfg_tx_bytes_left_i[3],51.075µm
u_dc_fifo_rx.u_din.buffer.data\[0\],51.01µm
_0668_,50.96µm
net255,50.96µm
cfg_data_i[12],50.87µm
cfg_tx_bytes_left_i[9],50.87µm
net435,50.5µm
net444,50.5µm
net208,50.45µm
_0844_,50.4µm
net49,50.4µm
net92,50.4µm
_0727_,49.99µm
u_fifo.i_fifo.buffer\[1\]\[7\],49.99µm
_0622_,49.89µm
net140,49.89µm
net204,49.89µm
u_dc_fifo_rx.u_din.buffer.data\[21\],49.89µm
cfg_rx_curr_addr_i[3],49.855µm
cfg_tx_startaddr_o[7],49.75µm
u_dc_fifo_tx.u_dout.read_token\[2\],49.43µm
_0332_,49.38µm
clknet_5_30__leaf_periph_clk_i,49.33µm
net340,49.28µm
clknet_5_6__leaf_periph_clk_i,49.28µm
data_tx_i[4],49.14µm
u_dc_fifo_rx.u_dout.read_token\[3\],48.87µm
u_fifo.i_fifo.buffer\[1\]\[1\],48.87µm
_0852_,48.82µm
net395,48.82µm
net425,48.82µm
_0700_,48.77µm
cfg_data_i[27],48.225µm
net39,48.21µm
net82,48.21µm
u_dc_fifo_tx.u_dout.empty_synch.d_out\[2\],48.21µm
clknet_4_7_0_periph_clk_i,48.21µm
net55,48.16µm
_0292_,47.75µm
cfg_rx_bytes_left_i[15],47.665µm
net72,47.65µm
s_uart_div\[15\],47.65µm
_0372_,47.6µm
_0823_,47.6µm
net171,47.6µm
_0716_,47.14µm
net78,47.14µm
u_dc_fifo_rx.u_din.buffer.data\[13\],47.14µm
net335,47.14µm
net201,47.09µm
s_uart_div\[2\],47.09µm
cfg_tx_bytes_left_i[15],47.055µm
net233,47.04µm
_0742_,46.63µm
net263,46.58µm
net14,46.53µm
net50,46.53µm
_0701_,46.48µm
u_dc_fifo_tx.u_din.buffer.data\[5\],46.48µm
cfg_data_i[13],46.34µm
cfg_data_i[14],46.34µm
net330,46.07µm
net351,46.07µm
_0710_,45.97µm
cfg_data_i[30],45.935µm
u_dc_fifo_tx.u_dout.empty_synch.d_out\[3\],45.92µm
cfg_data_i[15],45.78µm
u_uart_rx.baud_cnt\[2\],45.46µm
net54,45.41µm
u_uart_tx.baud_cnt\[7\],45.41µm
net468,45.22µm
data_tx_i[2],45.22µm
net440,44.95µm
_0441_,44.9µm
net420,44.9µm
clknet_4_15_0_periph_clk_i,44.9µm
_0731_,44.85µm
net390,44.85µm
net438,44.85µm
_0812_,44.8µm
_0838_,44.8µm
net69,44.8µm
_0642_,44.44µm
_0661_,44.39µm
_0634_,44.34µm
u_uart_tx.baud_cnt\[9\],44.34µm
net379,44.34µm
_0319_,44.29µm
net129,44.29µm
_0764_,44.24µm
data_tx_i[1],44.1µm
data_tx_i[6],44.1µm
u_dc_fifo_tx.u_din.write_token\[1\],43.88µm
_0684_,43.83µm
_0854_,43.78µm
net46,43.78µm
_0658_,43.22µm
clknet_4_11_0_sys_clk_i,43.22µm
clknet_4_13_0_periph_clk_i,43.22µm
net108,43.17µm
i_ep_event.i_sync_clkb.i_pulp_sync.r_reg\[1\],43.17µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[2\],43.17µm
u_dc_fifo_tx.u_din.buffer.data\[26\],43.17µm
net117,43.12µm
net282,43.12µm
cfg_rx_curr_addr_i[8],42.98µm
_0541_,42.66µm
clknet_5_7__leaf_periph_clk_i,42.66µm
_0671_,42.61µm
net60,42.61µm
net97,42.61µm
r_status_sync\[2\],42.61µm
_0220_,42.05µm
u_dc_fifo_tx.u_din.buffer.data\[23\],42.05µm
net237,42.05µm
net145,42µm
u_dc_fifo_rx.u_din.buffer.data\[28\],41.54µm
cfg_data_o[15],41.455µm
cfg_rx_bytes_left_i[7],41.3µm
_0306_,41.08µm
_0454_,41.03µm
_0722_,41.03µm
net8,40.98µm
_0380_,40.93µm
net182,40.93µm
net51,40.88µm
net110,40.88µm
net451,40.75µm
cfg_tx_size_o[2],40.74µm
_0329_,40.47µm
_0424_,40.47µm
_0453_,40.42µm
_0561_,40.42µm
_0788_,40.42µm
net386,40.42µm
_0796_,40.37µm
net105,40.37µm
u_dc_fifo_rx.u_din.buffer.data\[25\],40.37µm
u_dc_fifo_tx.u_dout.read_token\[0\],40.37µm
net98,40.32µm
u_dc_fifo_rx.u_din.buffer.data\[16\],40.32µm
cfg_addr_i[4],40.18µm
_0315_,39.91µm
s_uart_div\[8\],39.86µm
net344,39.86µm
net443,39.86µm
u_uart_tx.baud_cnt\[11\],39.81µm
net65,39.76µm
clknet_4_6_0_periph_clk_i,39.76µm
s_uart_div\[13\],39.35µm
net9,39.3µm
u_dc_fifo_tx.u_din.buffer.data\[0\],39.25µm
u_dc_fifo_tx.u_din.buffer.data\[25\],39.25µm
u_dc_fifo_tx.u_dout.empty_synch.d_out\[1\],39.25µm
r_status_sync\[1\],39.2µm
u_dc_fifo_tx.u_din.buffer.data\[17\],39.2µm
clknet_4_0_0_sys_clk_i,38.69µm
clknet_4_8_0_periph_clk_i,38.69µm
cfg_tx_bytes_left_i[13],38.655µm
_0141_,38.64µm
cfg_tx_curr_addr_i[9],38.5µm
cfg_tx_size_o[1],38.5µm
u_uart_tx.reg_bit_count\[0\],38.28µm
u_dc_fifo_tx.u_din.buffer.data\[28\],38.18µm
u_uart_rx.baud_cnt\[12\],38.18µm
u_uart_tx.baud_cnt\[3\],38.18µm
net429,38.18µm
_0342_,38.13µm
cfg_data_o[13],38.095µm
_0212_,38.08µm
net147,38.08µm
r_uart_en_rx_sync\[2\],38.08µm
net294,38.08µm
_0653_,37.62µm
u_fifo.r_inflight\[1\],37.62µm
_0745_,37.57µm
clknet_4_2_0_sys_clk_i,37.57µm
cfg_tx_bytes_left_i[10],37.535µm
cfg_data_o[12],37.535µm
net195,37.52µm
data_tx_i[3],37.38µm
net251,37.16µm
_0356_,37.11µm
_0688_,37.06µm
u_dc_fifo_rx.u_din.buffer.data\[5\],37.06µm
clknet_4_12_0_periph_clk_i,37.01µm
net219,36.96µm
cfg_rx_curr_addr_i[9],36.82µm
u_dc_fifo_tx.u_din.buffer.data\[1\],36.5µm
u_dc_fifo_tx.u_din.buffer.data\[21\],36.5µm
_0777_,36.45µm
cfg_tx_curr_addr_i[10],36.415µm
net131,36.4µm
net47,36.4µm
net88,36.4µm
cfg_data_i[10],36.26µm
net77,35.99µm
net175,35.94µm
_0445_,35.84µm
cfg_data_i[23],35.7µm
s_uart_div\[7\],35.53µm
s_uart_div\[1\],35.43µm
_0699_,35.38µm
_0133_,35.33µm
_0186_,35.33µm
_0138_,35.28µm
_0184_,35.28µm
net62,35.28µm
u_dc_fifo_rx.u_din.buffer.data\[10\],35.28µm
cfg_data_o[8],35.14µm
u_uart_rx.reg_bit_count\[0\],34.87µm
net301,34.82µm
clknet_4_13_0_sys_clk_i,34.82µm
_0363_,34.77µm
_0748_,34.77µm
u_dc_fifo_tx.u_din.buffer.data\[27\],34.77µm
net276,34.77µm
_0765_,34.72µm
net53,34.72µm
net382,34.72µm
cfg_rx_clr_o,34.63µm
net266,34.26µm
net416,34.26µm
cfg_tx_bytes_left_i[11],34.225µm
cfg_data_o[19],34.225µm
net71,34.21µm
net89,34.21µm
u_uart_tx.reg_data\[7\],34.21µm
clknet_4_5_0_periph_clk_i,34.21µm
cfg_data_i[31],34.175µm
_0406_,34.16µm
_0803_,34.16µm
net116,34.16µm
i_ep_event.i_sync_clkb.i_pulp_sync.r_reg\[0\],34.16µm
u_dc_fifo_rx.u_din.buffer.data\[9\],34.16µm
data_tx_valid_i,34.02µm
_0291_,33.65µm
_0407_,33.65µm
_0421_,33.6µm
r_uart_stop_bits,33.6µm
u_dc_fifo_tx.u_din.buffer.data\[18\],33.6µm
cfg_data_i[3],33.46µm
_0791_,33.24µm
s_uart_div\[9\],33.14µm
net272,33.14µm
net339,33.14µm
clknet_4_14_0_sys_clk_i,33.09µm
cfg_rx_bytes_left_i[10],33.055µm
net45,33.04µm
u_reg_if.r_uart_rx_data\[6\],33.04µm
clknet_4_6_0_sys_clk_i,33.04µm
net477,32.9µm
_0311_,32.63µm
_0529_,32.63µm
net349,32.63µm
net120,32.53µm
net101,32.53µm
u_reg_if.r_uart_rx_data\[0\],32.53µm
_0239_,32.48µm
_0615_,32.48µm
u_uart_rx.baud_cnt\[11\],32.12µm
