net,length_um
u_dc_fifo_rx.u_din.full.full_synch.d_out\[0\],32.02µm
cfg_tx_bytes_left_i[12],31.985µm
_0179_,31.97µm
u_dc_fifo_rx.u_din.buffer.data\[19\],31.97µm
u_uart_tx.reg_data\[0\],31.97µm
_0139_,31.92µm
net290,31.92µm
cfg_data_o[11],31.765µm
u_uart_tx.baud_cnt\[6\],31.56µm
net314,31.51µm
_0521_,31.46µm
net26,31.46µm
u_dc_fifo_tx.u_din.buffer.data\[22\],31.46µm
_0807_,31.41µm
u_uart_tx.baud_cnt\[10\],31.41µm
net234,31.41µm
net273,31.41µm
cfg_data_i[19],31.375µm
cfg_data_o[14],31.375µm
_0649_,31.36µm
net150,31.36µm
clknet_4_9_0_sys_clk_i,31.36µm
clknet_4_0_0_periph_clk_i,31.36µm
clknet_4_10_0_periph_clk_i,31.36µm
data_rx_valid_o,31.22µm
net280,30.95µm
_0679_,30.9µm
_0574_,30.85µm
net185,30.85µm
_0314_,30.8µm
net100,30.8µm
u_reg_if.r_uart_rx_data\[4\],30.8µm
net244,30.39µm
u_dc_fifo_rx.u_din.buffer.data\[18\],30.34µm
net95,30.29µm
net184,30.29µm
u_fifo.i_fifo.buffer\[0\]\[6\],30.29µm
u_uart_tx.baud_cnt\[13\],30.24µm
u_uart_tx.reg_data\[2\],30.24µm
cfg_rx_en_o,30.1µm
net153,29.78µm
u_dc_fifo_rx.u_din.buffer.data\[1\],29.78µm
u_dc_fifo_rx.u_din.buffer.data\[2\],29.78µm
_0585_,29.73µm
net10,29.73µm
r_uart_en_rx_sync\[1\],29.73µm
net434,29.68µm
_0657_,29.27µm
u_fifo.i_fifo.buffer\[1\]\[6\],29.27µm
_0702_,29.22µm
net174,29.22µm
u_uart_tx.reg_data\[5\],29.17µm
_0400_,29.12µm
net67,29.12µm
u_fifo.i_fifo.pointer_in\[0\],29.12µm
cfg_tx_clr_o,29.03µm
err_event_o,28.98µm
_0717_,28.66µm
net170,28.66µm
u_dc_fifo_rx.u_din.buffer.data\[20\],28.66µm
u_dc_fifo_rx.u_din.buffer.data\[3\],28.66µm
clknet_4_4_0_periph_clk_i,28.66µm
clknet_4_11_0_periph_clk_i,28.66µm
u_dc_fifo_rx.u_din.buffer.data\[29\],28.61µm
u_dc_fifo_tx.u_din.buffer.data\[19\],28.61µm
cfg_rx_bytes_left_i[14],28.575µm
_0143_,28.56µm
_0191_,28.56µm
_0398_,28.56µm
_0614_,28.56µm
_0636_,28.56µm
net81,28.56µm
clknet_4_14_0_periph_clk_i,28.56µm
clknet_5_11__leaf_periph_clk_i,28.56µm
data_tx_gnt_i,28.42µm
_0352_,28.1µm
u_dc_fifo_tx.u_din.buffer.data\[6\],28.1µm
u_fifo.i_fifo.buffer\[0\]\[3\],28.1µm
u_fifo.r_inflight\[0\],28.05µm
clknet_4_3_0_sys_clk_i,28.05µm
_0623_,28µm
_0780_,28µm
net20,28µm
r_uart_en_tx_sync\[1\],28µm
u_dc_fifo_rx.u_din.buffer.data\[30\],28µm
net396,27.54µm
clknet_4_3_0_periph_clk_i,27.54µm
_0183_,27.49µm
net188,27.49µm
s_uart_div\[4\],27.49µm
net127,27.44µm
u_dc_fifo_rx.u_din.buffer.data\[6\],27.44µm
_0740_,26.98µm
net189,26.98µm
s_uart_div\[11\],26.98µm
_0213_,26.93µm
_0720_,26.93µm
_0827_,26.93µm
net181,26.93µm
u_reg_if.r_uart_rx_data\[3\],26.93µm
clknet_4_9_0_periph_clk_i,26.93µm
_0137_,26.88µm
_0359_,26.88µm
_0775_,26.88µm
net75,26.88µm
u_uart_tx.baud_cnt\[5\],26.52µm
u_dc_fifo_rx.u_din.buffer.data\[17\],26.47µm
u_uart_rx.reg_bit_count\[2\],26.42µm
_0068_,26.37µm
_0405_,26.37µm
_0851_,26.37µm
cfg_rx_curr_addr_i[10],26.335µm
cfg_data_o[31],26.335µm
s_uart_div\[14\],25.86µm
net283,25.86µm
_0188_,25.81µm
net139,25.81µm
net161,25.81µm
u_dc_fifo_rx.u_din.buffer.data\[24\],25.81µm
clknet_4_1_0_periph_clk_i,25.81µm
_0390_,25.76µm
_0673_,25.76µm
net70,25.76µm
data_rx_o[7],25.62µm
_0853_,25.3µm
cfg_data_o[18],25.265µm
net154,25.25µm
net163,25.25µm
net197,25.25µm
u_dc_fifo_tx.u_din.buffer.data\[20\],25.25µm
u_uart_rx.reg_bit_count\[1\],25.25µm
_0384_,25.2µm
i_ep_event.i_sync_clkb.i_pulp_sync.serial_i,25.2µm
cfg_data_o[9],25.06µm
_0510_,24.74µm
_0669_,24.74µm
clknet_4_7_0_sys_clk_i,24.74µm
_0016_,24.69µm
_0044_,24.69µm
_0238_,24.69µm
_0257_,24.69µm
_0415_,24.69µm
_0126_,24.64µm
net44,24.64µm
net59,24.64µm
net74,24.64µm
data_tx_i[5],24.5µm
cfg_rx_size_o[11],24.5µm
_0466_,24.18µm
_0696_,24.18µm
_0726_,24.18µm
net165,24.18µm
u_dc_fifo_tx.u_din.buffer.data\[11\],24.18µm
_0378_,24.13µm
_0396_,24.13µm
net13,24.13µm
net41,24.13µm
net42,24.13µm
u_dc_fifo_rx.u_din.buffer.data\[23\],24.13µm
net389,24.13µm
cfg_rx_curr_addr_i[11],24.095µm
_0417_,24.08µm
_0652_,24.08µm
_0665_,24.08µm
_0771_,24.08µm
u_fifo.i_fifo.buffer\[1\]\[0\],23.67µm
net12,23.62µm
_0340_,23.57µm
_0432_,23.57µm
_0718_,23.57µm
_0840_,23.57µm
u_reg_if.r_uart_rx_data\[5\],23.57µm
clknet_4_10_0_sys_clk_i,23.57µm
_0235_,23.52µm
cfg_rx_curr_addr_i[0],23.38µm
net180,23.11µm
_0459_,23.06µm
clknet_4_15_0_sys_clk_i,23.06µm
net27,23.01µm
net80,23.01µm
u_uart_rx.busy_o,22.96µm
_0301_,22.5µm
_0662_,22.5µm
net126,22.5µm
u_dc_fifo_rx.u_din.buffer.data\[22\],22.5µm
_0003_,22.45µm
_0397_,22.45µm
_0402_,22.45µm
r_status_sync\[0\],22.45µm
u_dc_fifo_rx.u_din.buffer.data\[4\],22.45µm
cfg_tx_bytes_left_i[8],22.26µm
cfg_tx_size_o[11],22.26µm
_0321_,21.94µm
_0762_,21.94µm
u_dc_fifo_tx.u_din.buffer.data\[12\],21.94µm
_0738_,21.89µm
s_uart_div\[3\],21.89µm
u_dc_fifo_rx.u_din.buffer.data\[8\],21.89µm
u_fifo.i_fifo.buffer\[1\]\[4\],21.89µm
net470,21.855µm
net485,21.855µm
_0732_,21.84µm
net15,21.84µm
u_fifo.i_fifo.buffer\[0\]\[4\],21.84µm
u_reg_if.r_err_parity,21.43µm
net248,21.43µm
_0428_,21.38µm
_0663_,21.38µm
u_dc_fifo_rx.u_din.buffer.data\[7\],21.38µm
net288,21.38µm
_0693_,21.33µm
net18,21.33µm
net25,21.33µm
i_ep_event.i_sync_clkb.serial_o,21.33µm
i_ep_event.sync_a\[1\],21.33µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[3\],21.33µm
u_reg_if.r_err_overflow,21.33µm
net299,21.33µm
_0060_,21.28µm
_0215_,21.28µm
_0217_,21.28µm
_0476_,21.28µm
cfg_tx_size_o[14],21.14µm
r_uart_div\[11\],20.92µm
net252,20.87µm
net203,20.82µm
u_dc_fifo_tx.u_din.buffer.data\[4\],20.82µm
net151,20.77µm
u_fifo.i_fifo.buffer\[0\]\[7\],20.77µm
net87,20.72µm
data_tx_i[7],20.58µm
u_dc_fifo_tx.u_din.buffer.data\[16\],20.31µm
_0457_,20.26µm
_0017_,20.21µm
_0129_,20.21µm
_0442_,20.21µm
net149,20.21µm
u_dc_fifo_rx.u_din.buffer.data\[27\],20.21µm
u_dc_fifo_tx.u_din.full.full_synch.d_out\[0\],20.21µm
u_uart_tx.reg_data\[6\],20.21µm
_0489_,20.16µm
net22,20.16µm
net57,20.16µm
cfg_data_o[7],20.02µm
_0464_,19.75µm
u_uart_tx.parity_bit,19.75µm
_0323_,19.7µm
_0403_,19.7µm
u_dc_fifo_tx.u_din.buffer.data\[2\],19.7µm
_0525_,19.65µm
_0789_,19.65µm
net11,19.65µm
i_ep_err_overflow.i_sync_clkb.i_pulp_sync.r_reg\[0\],19.65µm
u_uart_tx.reg_bit_count\[1\],19.65µm
u_uart_tx.reg_data\[3\],19.65µm
net384,19.65µm
_0134_,19.6µm
_0148_,19.6µm
_0763_,19.6µm
_0815_,19.6µm
_0826_,19.6µm
net469,19.51µm
cfg_data_i[11],19.46µm
cfg_tx_continuous_o,19.46µm
rx_char_event_o,19.46µm
_0689_,19.19µm
_0856_,19.19µm
_0847_,19.14µm
_0233_,19.09µm
_0481_,19.09µm
_0498_,19.09µm
u_uart_rx.parity_bit,19.09µm
clknet_4_5_0_sys_clk_i,19.09µm
cfg_data_o[10],19.055µm
_0131_,19.04µm
_0218_,19.04µm
_0719_,19.04µm
_0772_,19.04µm
net123,19.04µm
u_dc_fifo_tx.u_din.buffer.data\[9\],19.04µm
cfg_tx_en_o,18.9µm
cfg_tx_size_o[10],18.9µm
data_rx_o[0],18.9µm
_0639_,18.58µm
i_ep_err_overflow.i_sync_clkb.serial_o,18.58µm
u_fifo.i_fifo.buffer\[0\]\[5\],18.58µm
net302,18.58µm
_0490_,18.53µm
net115,18.53µm
net144,18.53µm
net187,18.53µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[1\],18.53µm
cfg_tx_curr_addr_i[11],18.495µm
_0116_,18.48µm
_0404_,18.48µm
_0638_,18.48µm
_0843_,18.48µm
net84,18.48µm
clknet_4_4_0_sys_clk_i,18.48µm
clknet_4_2_0_periph_clk_i,18.48µm
_0237_,18.02µm
_0280_,18.02µm
_0786_,18.02µm
net329,18.02µm
_0028_,17.97µm
_0090_,17.97µm
_0270_,17.97µm
_0281_,17.97µm
_0300_,17.97µm
net52,17.97µm
u_dc_fifo_rx.u_din.buffer.data\[26\],17.97µm
u_dc_fifo_tx.u_din.buffer.data\[24\],17.97µm
_0458_,17.92µm
_0509_,17.92µm
net94,17.92µm
net169,17.46µm
u_dc_fifo_tx.u_din.buffer.data\[14\],17.46µm
u_dc_fifo_tx.u_din.buffer.data\[3\],17.46µm
u_uart_tx.baud_cnt\[14\],17.46µm
_0153_,17.41µm
_0161_,17.41µm
_0208_,17.41µm
_0253_,17.41µm
_0433_,17.41µm
_0682_,17.41µm
net29,17.41µm
net113,17.41µm
net83,17.41µm
net96,17.41µm
net449,17.41µm
_0052_,17.36µm
_0832_,17.36µm
_0849_,17.36µm
net471,17.22µm
net478,17.22µm
net484,17.22µm
cfg_data_i[9],17.22µm
_0779_,16.95µm
u_reg_if.r_uart_rx_data\[2\],16.95µm
u_dc_fifo_rx.u_din.buffer.data\[15\],16.9µm
_0020_,16.85µm
_0177_,16.85µm
_0254_,16.85µm
_0608_,16.85µm
_0136_,16.8µm
_0645_,16.8µm
_0681_,16.8µm
net464,16.66µm
net106,16.39µm
u_fifo.i_fifo.buffer\[0\]\[0\],16.39µm
_0468_,16.34µm
_0675_,16.34µm
_0036_,16.29µm
_0053_,16.29µm
_0519_,16.29µm
_0180_,16.24µm
_0242_,16.24µm
_0389_,16.24µm
_0505_,16.24µm
_0607_,16.24µm
_0640_,16.24µm
u_dc_fifo_tx.u_din.full.full_synch.d_middle\[0\],16.24µm
clknet_4_12_0_sys_clk_i,16.24µm
cfg_tx_startaddr_o[11],16.15µm
cfg_rx_startaddr_o[11],16.1µm
_0339_,15.78µm
u_dc_fifo_tx.u_din.buffer.data\[10\],15.78µm
clknet_4_8_0_sys_clk_i,15.78µm
_0147_,15.73µm
_0210_,15.73µm
_0258_,15.73µm
_0474_,15.73µm
_0475_,15.73µm
_0512_,15.73µm
_0575_,15.73µm
_0713_,15.73µm
net137,15.73µm
i_ep_err_parity.i_sync_clkb.i_pulp_sync.r_reg\[1\],15.73µm
i_ep_event.s_input_reg_next,15.73µm
u_fifo.i_fifo.buffer\[0\]\[1\],15.73µm
net460,15.695µm
_0590_,15.68µm
_0599_,15.68µm
_0828_,15.68µm
i_ep_event.sync_a\[0\],15.68µm
u_uart_tx.reg_data\[1\],15.68µm
cfg_rx_size_o[9],15.54µm
u_dc_fifo_tx.u_din.buffer.data\[15\],15.27µm
u_dc_fifo_rx.u_din.buffer.data\[11\],15.22µm
_0310_,15.17µm
_0749_,15.17µm
net24,15.17µm
net132,15.17µm
_0176_,15.12µm
_0382_,15.12µm
_0383_,15.12µm
_0470_,15.12µm
_0492_,15.12µm
net114,15.12µm
u_uart_tx.reg_data\[4\],15.12µm
_0514_,14.71µm
_0781_,14.66µm
_0010_,14.61µm
_0048_,14.61µm
_0074_,14.61µm
_0168_,14.61µm
_0263_,14.61µm
_0422_,14.61µm
r_uart_en_rx_sync\[0\],14.61µm
net480,14.575µm
net482,14.575µm
net,14.575µm
_0166_,14.56µm
_0234_,14.56µm
_0420_,14.56µm
_0511_,14.56µm
_0698_,14.56µm
net136,14.56µm
net138,14.56µm
cfg_tx_startaddr_o[10],14.42µm
u_fifo.i_fifo.buffer\[0\]\[2\],14.15µm
_0076_,14.05µm
_0386_,14.05µm
net483,14.015µm
_0268_,14µm
_0708_,14µm
_0814_,14µm
net143,14µm
net300,14µm
net490,13.86µm
cfg_rx_size_o[14],13.86µm
_0366_,13.54µm
_0553_,13.54µm
net102,13.54µm
u_dc_fifo_tx.u_din.buffer.data\[31\],13.54µm
u_reg_if.r_uart_rx_data\[7\],13.54µm
_0005_,13.49µm
_0031_,13.49µm
_0093_,13.49µm
_0818_,13.49µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[1\],13.49µm
net489,13.455µm
_0169_,13.44µm
_0312_,13.44µm
_0537_,13.44µm
_0609_,13.44µm
_0692_,13.44µm
_0709_,13.44µm
net462,13.3µm
data_tx_req_o,13.3µm
_0806_,13.03µm
u_dc_fifo_rx.u_din.buffer.data\[31\],12.98µm
net461,12.945µm
_0002_,12.93µm
_0019_,12.93µm
_0039_,12.93µm
_0063_,12.93µm
_0351_,12.93µm
_0414_,12.93µm
_0467_,12.93µm
_0683_,12.93µm
_0821_,12.93µm
net16,12.93µm
net23,12.93µm
net122,12.93µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[0\],12.93µm
u_dc_fifo_tx.u_din.buffer.data\[30\],12.93µm
net399,12.93µm
net475,12.895µm
_0155_,12.88µm
_0410_,12.88µm
_0491_,12.88µm
_0497_,12.88µm
_0632_,12.88µm
_0678_,12.88µm
net186,12.88µm
i_ep_err_overflow.s_input_reg_next,12.88µm
i_ep_err_parity.sync_a\[0\],12.88µm
data_tx_i[0],12.74µm
rstn_i,12.74µm
cfg_rx_size_o[10],12.74µm
_0630_,12.6µm
net166,12.42µm
_0151_,12.37µm
_0163_,12.37µm
_0182_,12.37µm
_0256_,12.37µm
_0277_,12.37µm
_0282_,12.37µm
_0288_,12.37µm
_0524_,12.37µm
_0602_,12.37µm
_0792_,12.37µm
_0819_,12.37µm
u_dc_fifo_rx.u_din.full.full_synch.d_middle\[0\],12.37µm
net463,12.335µm
net472,12.335µm
net486,12.335µm
net487,12.335µm
_0013_,12.32µm
_0065_,12.32µm
_0077_,12.32µm
_0219_,12.32µm
_0516_,12.32µm
_0554_,12.32µm
_0557_,12.32µm
_0596_,12.32µm
_0687_,12.32µm
_0841_,12.32µm
net121,12.32µm
u_dc_fifo_rx.u_din.buffer.data\[14\],12.32µm
_0296_,11.91µm
u_dc_fifo_rx.u_din.full.latched_full_s,11.91µm
_0526_,11.86µm
_0857_,11.86µm
i_ep_err_overflow.i_sync_clkb.i_pulp_sync.r_reg\[1\],11.86µm
u_dc_fifo_tx.u_din.buffer.data\[29\],11.86µm
_0024_,11.81µm
_0089_,11.81µm
_0171_,11.81µm
_0243_,11.81µm
_0426_,11.81µm
_0565_,11.81µm
_0594_,11.81µm
_0755_,11.81µm
_0855_,11.81µm
net362,11.81µm
net466,11.775µm
_0034_,11.76µm
_0244_,11.76µm
_0303_,11.76µm
_0305_,11.76µm
_0325_,11.76µm
_0546_,11.76µm
_0613_,11.76µm
net360,11.76µm
data_tx_ready_o,11.62µm
_0354_,11.3µm
_0416_,11.3µm
_0551_,11.3µm
u_dc_fifo_tx.u_din.buffer.data\[8\],11.3µm
_0071_,11.25µm
_0486_,11.25µm
_0558_,11.25µm
_0573_,11.25µm
net48,11.25µm
net254,11.25µm
net459,11.215µm
net467,11.215µm
net473,11.215µm
net481,11.215µm
net465,11.215µm
_0037_,11.2µm
_0192_,11.2µm
_0251_,11.2µm
_0272_,11.2µm
_0443_,11.2µm
_0550_,11.2µm
_0643_,11.2µm
_0644_,11.2µm
i_ep_err_overflow.sync_a\[1\],11.2µm
i_ep_err_parity.i_sync_clkb.serial_o,10.74µm
_0072_,10.69µm
_0082_,10.69µm
_0156_,10.69µm
_0185_,10.69µm
_0195_,10.69µm
_0247_,10.69µm
_0338_,10.69µm
_0438_,10.69µm
_0774_,10.69µm
cfg_rx_bytes_left_i[11],10.655µm
_0014_,10.64µm
_0045_,10.64µm
_0046_,10.64µm
_0080_,10.64µm
_0135_,10.64µm
_0326_,10.64µm
_0570_,10.64µm
_0761_,10.64µm
_0817_,10.64µm
_0830_,10.64µm
net130,10.64µm
net479,10.55µm
_0387_,10.18µm
_0401_,10.18µm
_0659_,10.18µm
_0066_,10.13µm
_0122_,10.13µm
_0124_,10.13µm
_0250_,10.13µm
_0271_,10.13µm
_0469_,10.13µm
_0620_,10.13µm
_0666_,10.13µm
_0690_,10.13µm
net19,10.13µm
_0102_,10.08µm
_0125_,10.08µm
_0224_,10.08µm
_0232_,10.08µm
_0308_,10.08µm
_0418_,10.08µm
_0595_,10.08µm
_0783_,10.08µm
_0820_,10.08µm
_0842_,10.08µm
net178,10.08µm
s_uart_err_irq_en,10.08µm
net476,9.94µm
cfg_rx_size_o[15],9.94µm
cfg_rx_startaddr_o[9],9.94µm
_0724_,9.62µm
_0001_,9.57µm
_0015_,9.57µm
_0027_,9.57µm
_0099_,9.57µm
_0107_,9.57µm
_0181_,9.57µm
_0200_,9.57µm
_0269_,9.57µm
_0313_,9.57µm
_0373_,9.57µm
_0504_,9.57µm
_0588_,9.57µm
_0711_,9.57µm
_0734_,9.57µm
net134,9.57µm
_0067_,9.52µm
_0127_,9.52µm
_0154_,9.52µm
_0535_,9.52µm
_0577_,9.52µm
_0725_,9.52µm
net474,9.38µm
cfg_rx_size_o[3],9.38µm
_0472_,9.06µm
_0009_,9.01µm
_0011_,9.01µm
_0160_,9.01µm
_0249_,9.01µm
_0333_,9.01µm
_0660_,9.01µm
r_status_sync\[3\],9.01µm
u_dc_fifo_tx.u_din.full.latched_full_s,9.01µm
u_uart_rx.r_error_parity,9.01µm
_0196_,8.96µm
_0276_,8.96µm
_0388_,8.96µm
_0503_,8.96µm
_0555_,8.96µm
_0654_,8.96µm
_0704_,8.96µm
net118,8.96µm
cfg_data_o[23],8.82µm
cfg_rx_startaddr_o[10],8.82µm
uart_tx_o,8.82µm
_0259_,8.55µm
_0560_,8.5µm
_0064_,8.45µm
_0087_,8.45µm
_0117_,8.45µm
_0172_,8.45µm
_0211_,8.45µm
_0264_,8.45µm
_0385_,8.45µm
_0488_,8.45µm
_0527_,8.45µm
net56,8.45µm
i_ep_err_parity.i_sync_clkb.i_pulp_sync.r_reg\[0\],8.45µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[2\],8.45µm
_0000_,8.4µm
_0101_,8.4µm
_0149_,8.4µm
_0297_,8.4µm
_0344_,8.4µm
_0641_,8.4µm
_0670_,8.4µm
_0757_,8.4µm
_0770_,8.4µm
_0794_,8.4µm
_0391_,8.17µm
_0346_,7.99µm
_0735_,7.99µm
_0399_,7.94µm
_0419_,7.94µm
_0485_,7.94µm
_0587_,7.94µm
u_dc_fifo_tx.u_din.buffer.data\[13\],7.94µm
u_uart_tx.baud_cnt\[15\],7.94µm
_0047_,7.89µm
_0075_,7.89µm
_0095_,7.89µm
_0096_,7.89µm
_0175_,7.89µm
_0265_,7.89µm
_0283_,7.89µm
_0328_,7.89µm
net90,7.89µm
_0062_,7.84µm
_0110_,7.84µm
_0204_,7.84µm
_0231_,7.84µm
_0286_,7.84µm
_0331_,7.84µm
_0381_,7.84µm
_0437_,7.84µm
_0480_,7.84µm
_0564_,7.84µm
_0584_,7.84µm
_0586_,7.84µm
_0589_,7.84µm
_0627_,7.84µm
_0633_,7.84µm
_0833_,7.84µm
_0411_,7.38µm
_0473_,7.38µm
net410,7.38µm
_0100_,7.33µm
_0167_,7.33µm
_0240_,7.33µm
_0605_,7.33µm
_0655_,7.33µm
_0733_,7.33µm
_0741_,7.33µm
_0837_,7.33µm
_0022_,7.28µm
_0026_,7.28µm
_0056_,7.28µm
_0098_,7.28µm
_0145_,7.28µm
_0194_,7.28µm
_0205_,7.28µm
_0290_,7.28µm
_0316_,7.28µm
_0348_,7.28µm
_0482_,7.28µm
_0508_,7.28µm
_0566_,7.28µm
_0579_,7.28µm
_0606_,7.28µm
_0618_,7.28µm
_0729_,7.28µm
_0767_,7.28µm
_0825_,7.28µm
_0393_,6.87µm
_0603_,6.82µm
_0038_,6.77µm
_0088_,6.77µm
_0174_,6.77µm
_0199_,6.77µm
_0581_,6.77µm
_0646_,6.77µm
_0664_,6.77µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[1\],6.77µm
_0018_,6.72µm
_0058_,6.72µm
_0118_,6.72µm
_0150_,6.72µm
_0275_,6.72µm
_0302_,6.72µm
_0309_,6.72µm
_0345_,6.72µm
_0349_,6.72µm
_0367_,6.72µm
_0368_,6.72µm
_0439_,6.72µm
_0628_,6.72µm
_0651_,6.72µm
_0751_,6.72µm
_0753_,6.72µm
_0768_,6.72µm
_0782_,6.72µm
_0797_,6.72µm
_0816_,6.72µm
i_ep_err_parity.sync_a\[1\],6.72µm
_0054_,6.26µm
_0229_,6.26µm
_0556_,6.26µm
_0598_,6.26µm
_0626_,6.26µm
_0730_,6.26µm
_0032_,6.21µm
_0079_,6.21µm
_0106_,6.21µm
_0152_,6.21µm
_0173_,6.21µm
_0206_,6.21µm
_0591_,6.21µm
_0600_,6.21µm
_0033_,6.16µm
_0050_,6.16µm
_0073_,6.16µm
_0108_,6.16µm
_0225_,6.16µm
_0248_,6.16µm
_0285_,6.16µm
_0337_,6.16µm
_0379_,6.16µm
_0500_,6.16µm
_0578_,6.16µm
_0619_,6.16µm
_0647_,6.16µm
_0667_,6.16µm
_0705_,6.16µm
_0759_,6.16µm
_0809_,6.16µm
_0142_,5.7µm
_0425_,5.7µm
_0787_,5.7µm
_0021_,5.65µm
_0105_,5.65µm
_0201_,5.65µm
_0284_,5.65µm
_0703_,5.65µm
_0754_,5.65µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[3\],5.65µm
_0051_,5.6µm
_0094_,5.6µm
_0203_,5.6µm
_0223_,5.6µm
_0227_,5.6µm
_0520_,5.6µm
_0531_,5.6µm
_0559_,5.6µm
_0829_,5.6µm
i_ep_err_parity.s_input_reg_next,5.6µm
_0341_,5.14µm
_0427_,5.09µm
_0435_,5.09µm
_0824_,5.09µm
_0835_,5.09µm
_0004_,5.04µm
_0041_,5.04µm
_0057_,5.04µm
_0091_,5.04µm
_0112_,5.04µm
_0120_,5.04µm
_0121_,5.04µm
_0159_,5.04µm
_0162_,5.04µm
_0170_,5.04µm
_0216_,5.04µm
_0252_,5.04µm
_0267_,5.04µm
_0273_,5.04µm
_0279_,5.04µm
_0299_,5.04µm
_0304_,5.04µm
_0318_,5.04µm
_0324_,5.04µm
_0431_,5.04µm
_0506_,5.04µm
_0534_,5.04µm
_0542_,5.04µm
_0547_,5.04µm
_0549_,5.04µm
_0562_,5.04µm
_0571_,5.04µm
_0625_,5.04µm
_0810_,5.04µm
_0811_,5.04µm
_0228_,4.58µm
_0487_,4.58µm
_0538_,4.58µm
_0543_,4.58µm
_0656_,4.58µm
_0025_,4.53µm
_0621_,4.53µm
_0808_,4.53µm
net86,4.53µm
_0007_,4.48µm
_0008_,4.48µm
_0029_,4.48µm
_0030_,4.48µm
_0040_,4.48µm
_0069_,4.48µm
_0070_,4.48µm
_0081_,4.48µm
_0111_,4.48µm
_0115_,4.48µm
_0123_,4.48µm
_0132_,4.48µm
_0144_,4.48µm
_0157_,4.48µm
_0214_,4.48µm
_0241_,4.48µm
_0246_,4.48µm
_0255_,4.48µm
_0295_,4.48µm
_0582_,4.48µm
_0604_,4.48µm
_0610_,4.48µm
_0637_,4.48µm
_0695_,4.48µm
_0736_,4.48µm
_0813_,4.48µm
net30,4.48µm
net40,4.48µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[3\],4.48µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[0\],4.48µm
_0236_,4.07µm
_0322_,4.02µm
_0773_,4.02µm
_0850_,4.02µm
_0226_,3.97µm
_0507_,3.97µm
_0756_,3.97µm
_0059_,3.92µm
_0083_,3.92µm
_0104_,3.92µm
_0109_,3.92µm
_0113_,3.92µm
_0128_,3.92µm
_0178_,3.92µm
_0189_,3.92µm
_0197_,3.92µm
_0209_,3.92µm
_0245_,3.92µm
_0261_,3.92µm
_0392_,3.92µm
_0477_,3.92µm
_0568_,3.92µm
_0612_,3.92µm
_0836_,3.92µm
_0839_,3.92µm
net66,3.92µm
r_uart_en_tx_sync\[0\],3.92µm
u_uart_rx.reg_rx_sync\[0\],3.92µm
u_uart_tx.reg_bit_count\[2\],3.92µm
_0336_,3.46µm
_0583_,3.46µm
_0766_,3.46µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[0\],3.46µm
_0035_,3.36µm
_0043_,3.36µm
_0084_,3.36µm
_0097_,3.36µm
_0103_,3.36µm
_0114_,3.36µm
_0119_,3.36µm
_0130_,3.36µm
_0140_,3.36µm
_0164_,3.36µm
_0187_,3.36µm
_0193_,3.36µm
_0202_,3.36µm
_0230_,3.36µm
_0260_,3.36µm
_0274_,3.36µm
_0289_,3.36µm
_0320_,3.36µm
_0440_,3.36µm
_0455_,3.36µm
_0483_,3.36µm
_0499_,3.36µm
_0539_,3.36µm
_0545_,3.36µm
_0548_,3.36µm
_0597_,3.36µm
_0631_,3.36µm
_0672_,3.36µm
_0686_,3.36µm
_0752_,3.36µm
_0760_,3.36µm
_0831_,3.36µm
_0846_,3.36µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[2\],3.36µm
u_dc_fifo_tx.u_din.buffer.data\[7\],3.36µm
_0471_,2.9µm
_0572_,2.9µm
_0536_,2.85µm
i_ep_err_overflow.sync_a\[0\],2.85µm
_0012_,2.8µm
_0023_,2.8µm
_0042_,2.8µm
_0049_,2.8µm
_0055_,2.8µm
_0061_,2.8µm
_0078_,2.8µm
_0085_,2.8µm
_0086_,2.8µm
_0092_,2.8µm
_0146_,2.8µm
_0158_,2.8µm
_0165_,2.8µm
_0190_,2.8µm
_0198_,2.8µm
_0207_,2.8µm
_0221_,2.8µm
_0222_,2.8µm
_0262_,2.8µm
_0266_,2.8µm
_0278_,2.8µm
_0287_,2.8µm
_0317_,2.8µm
_0347_,2.8µm
_0518_,2.8µm
_0522_,2.8µm
_0530_,2.8µm
_0544_,2.8µm
_0648_,2.8µm
_0799_,2.8µm
_0801_,2.8µm
net142,2.8µm
_0567_,2.34µm
_0569_,2.34µm
_0798_,2.34µm
_0330_,2.24µm
_0335_,2.24µm
_0371_,2.24µm
_0436_,2.24µm
_0484_,2.24µm
_0528_,2.24µm
_0580_,2.24µm
_0616_,2.24µm
_0624_,2.24µm
_0728_,2.24µm
_0750_,2.24µm
_0776_,2.24µm
_0834_,2.24µm
u_uart_rx.reg_rx_sync\[1\],2.24µm
_0423_,1.78µm
_0395_,1.68µm
_0463_,1.68µm
