net,length_um
u_reg_if.r_uart_rx_data\[0\],24.69µm
u_uart_tx.reg_bit_count\[1\],24.69µm
_0141_,24.64µm
_0402_,24.64µm
net142,24.64µm
net354,24.5µm
_0321_,24.18µm
_0696_,24.18µm
_0717_,24.18µm
_0726_,24.18µm
net149,24.18µm
u_dc_fifo_tx.u_din.buffer.data\[11\],24.18µm
u_reg_if.r_uart_rx_data\[4\],24.18µm
_0209_,24.13µm
_0213_,24.13µm
_0466_,24.13µm
i_ep_err_parity.sync_a\[1\],24.13µm
u_dc_fifo_tx.u_din.buffer.data\[12\],24.13µm
u_fifo.i_fifo.buffer\[0\]\[0\],24.13µm
cfg_tx_curr_addr_i[11],24.095µm
clknet_4_5_0_sys_clk_i,24.08µm
net44,23.62µm
s_uart_div\[11\],23.62µm
u_dc_fifo_rx.u_din.buffer.data\[24\],23.62µm
clknet_4_7_0_sys_clk_i,23.62µm
_0314_,23.57µm
_0322_,23.57µm
_0340_,23.57µm
_0390_,23.57µm
_0643_,23.57µm
_0732_,23.57µm
_0840_,23.57µm
net154,23.57µm
u_dc_fifo_rx.u_din.buffer.data\[21\],23.57µm
u_dc_fifo_rx.u_din.buffer.data\[23\],23.57µm
cfg_data_i[19],23.535µm
cfg_data_o[15],23.535µm
_0386_,23.52µm
_0722_,23.52µm
clknet_4_14_0_sys_clk_i,23.52µm
clknet_4_4_0_periph_clk_i,23.52µm
cfg_rx_curr_addr_i[0],23.38µm
cfg_data_o[8],23.38µm
err_event_o,23.38µm
_0693_,23.11µm
u_dc_fifo_tx.u_din.buffer.data\[6\],23.06µm
u_fifo.i_fifo.buffer\[1\]\[6\],23.06µm
clknet_4_13_0_periph_clk_i,23.06µm
_0772_,23.01µm
net151,23.01µm
i_ep_err_overflow.i_sync_clkb.i_pulp_sync.r_reg\[0\],23.01µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[0\],23.01µm
u_fifo.i_fifo.buffer\[1\]\[5\],23.01µm
cfg_tx_curr_addr_i[10],22.975µm
_0458_,22.96µm
_0636_,22.96µm
net113,22.96µm
net118,22.96µm
net334,22.82µm
_0851_,22.45µm
net166,22.45µm
r_uart_en_tx_sync\[0\],22.45µm
u_dc_fifo_rx.u_din.buffer.data\[26\],22.45µm
_0718_,22.4µm
_0352_,22.17µm
_0719_,21.99µm
i_ep_err_overflow.i_sync_clkb.serial_o,21.94µm
u_dc_fifo_rx.u_din.buffer.data\[22\],21.94µm
u_fifo.i_fifo.buffer\[0\]\[5\],21.94µm
u_fifo.i_fifo.buffer\[1\]\[2\],21.94µm
_0710_,21.89µm
u_dc_fifo_tx.u_din.buffer.data\[2\],21.89µm
clknet_4_9_0_periph_clk_i,21.89µm
net336,21.855µm
net351,21.855µm
cfg_rx_startaddr_o[11],21.7µm
_0748_,21.43µm
_0428_,21.38µm
_0738_,21.38µm
i_ep_event.i_sync_clkb.serial_o,21.38µm
u_dc_fifo_tx.u_din.buffer.data\[4\],21.38µm
net371,21.33µm
_0203_,21.28µm
net84,21.28µm
clknet_4_14_0_periph_clk_i,21.28µm
cfg_data_i[10],21.14µm
r_uart_div\[11\],20.92µm
_0487_,20.77µm
_0510_,20.77µm
_0665_,20.77µm
_0689_,20.77µm
net136,20.77µm
u_dc_fifo_rx.u_din.buffer.data\[13\],20.77µm
u_dc_fifo_rx.u_din.buffer.data\[17\],20.77µm
clknet_4_2_0_sys_clk_i,20.77µm
cfg_data_o[11],20.735µm
cfg_data_o[13],20.735µm
cfg_data_o[18],20.735µm
_0172_,20.72µm
net58,20.72µm
net78,20.72µm
net89,20.72µm
net93,20.72µm
s_uart_div\[3\],20.72µm
clknet_4_12_0_periph_clk_i,20.72µm
cfg_tx_bytes_left_i[9],20.58µm
cfg_data_o[9],20.58µm
u_dc_fifo_tx.u_din.buffer.data\[16\],20.31µm
_0663_,20.26µm
u_dc_fifo_rx.u_din.buffer.data\[5\],20.26µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[1\],20.26µm
_0016_,20.21µm
_0328_,20.21µm
u_dc_fifo_rx.u_din.buffer.data\[8\],20.21µm
u_fifo.i_fifo.buffer\[0\]\[7\],20.21µm
net63,20.16µm
u_uart_tx.baud_cnt\[14\],19.75µm
u_uart_tx.parity_bit,19.75µm
_0514_,19.7µm
u_dc_fifo_rx.u_din.buffer.data\[16\],19.7µm
_0525_,19.65µm
net15,19.65µm
i_ep_err_parity.i_sync_clkb.i_pulp_sync.r_reg\[1\],19.65µm
u_dc_fifo_rx.u_din.buffer.data\[11\],19.65µm
u_uart_tx.reg_data\[3\],19.65µm
_0763_,19.6µm
_0826_,19.6µm
net19,19.6µm
net88,19.6µm
clknet_4_4_0_sys_clk_i,19.6µm
clknet_4_6_0_sys_clk_i,19.6µm
cfg_tx_en_o,19.46µm
_0780_,19.19µm
u_dc_fifo_rx.u_din.buffer.data\[12\],19.19µm
u_dc_fifo_rx.u_din.buffer.data\[27\],19.19µm
_0400_,19.14µm
_0442_,19.14µm
_0853_,19.14µm
net184,19.14µm
_0433_,19.09µm
_0642_,19.09µm
_0843_,19.09µm
net163,19.09µm
net165,19.09µm
net73,19.09µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[1\],19.09µm
u_reg_if.r_err_overflow,19.09µm
u_uart_rx.parity_bit,19.09µm
_0044_,19.04µm
_0177_,19.04µm
_0323_,19.04µm
_0457_,19.04µm
net29,19.04µm
net68,19.04µm
i_ep_err_parity.i_sync_clkb.i_pulp_sync.r_reg\[0\],19.04µm
clknet_4_3_0_sys_clk_i,19.04µm
_0639_,18.58µm
_0018_,18.53µm
_0682_,18.53µm
net123,18.53µm
clknet_4_3_0_periph_clk_i,18.53µm
_0418_,18.48µm
_0832_,18.48µm
net25,18.48µm
cfg_tx_size_o[10],18.34µm
_0791_,18.07µm
u_dc_fifo_rx.u_din.buffer.data\[1\],18.02µm
u_fifo.i_fifo.buffer\[0\]\[6\],18.02µm
u_reg_if.r_uart_rx_data\[5\],18.02µm
cfg_data_o[14],17.985µm
_0111_,17.97µm
_0270_,17.97µm
_0281_,17.97µm
_0841_,17.97µm
net122,17.97µm
u_dc_fifo_rx.u_din.buffer.data\[30\],17.97µm
net366,17.97µm
_0158_,17.92µm
_0594_,17.92µm
_0847_,17.92µm
net119,17.92µm
net137,17.92µm
net70,17.92µm
net97,17.92µm
cfg_tx_continuous_o,17.78µm
data_rx_o[0],17.78µm
rx_char_event_o,17.78µm
u_dc_fifo_tx.u_din.buffer.data\[14\],17.46µm
u_dc_fifo_tx.u_din.buffer.data\[3\],17.46µm
_0036_,17.41µm
_0192_,17.41µm
net14,17.41µm
net96,17.41µm
net181,17.41µm
cfg_data_o[12],17.375µm
_0188_,17.36µm
net24,17.36µm
net56,17.36µm
i_ep_event.s_input_reg_next,17.36µm
net344,17.22µm
net350,17.22µm
cfg_rx_size_o[3],17.22µm
_0779_,16.95µm
u_fifo.i_fifo.buffer\[1\]\[0\],16.9µm
_0020_,16.85µm
_0178_,16.85µm
_0407_,16.85µm
_0416_,16.85µm
_0608_,16.85µm
net94,16.85µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[3\],16.85µm
u_fifo.i_fifo.buffer\[0\]\[1\],16.85µm
net347,16.815µm
_0054_,16.8µm
_0211_,16.8µm
_0388_,16.8µm
_0681_,16.8µm
_0830_,16.8µm
net330,16.66µm
data_tx_i[6],16.66µm
_0662_,16.39µm
_0468_,16.34µm
net101,16.34µm
clknet_4_13_0_sys_clk_i,16.34µm
_0238_,16.29µm
_0708_,16.29µm
net52,16.29µm
net150,16.29µm
net369,16.29µm
_0208_,16.24µm
_0470_,16.24µm
_0607_,16.24µm
_0640_,16.24µm
_0704_,16.24µm
_0818_,16.24µm
net106,16.24µm
r_uart_en_rx_sync\[0\],16.24µm
net335,16.1µm
_0339_,15.78µm
_0675_,15.78µm
_0034_,15.73µm
_0140_,15.73µm
_0147_,15.73µm
_0258_,15.73µm
_0431_,15.73µm
_0474_,15.73µm
_0475_,15.73µm
_0713_,15.73µm
net115,15.73µm
u_dc_fifo_rx.u_din.buffer.data\[20\],15.73µm
u_dc_fifo_rx.u_din.full.latched_full_s,15.73µm
u_uart_tx.reg_data\[4\],15.73µm
net326,15.695µm
_0093_,15.68µm
_0393_,15.68µm
_0489_,15.68µm
_0505_,15.68µm
_0590_,15.68µm
_0599_,15.68µm
_0633_,15.68µm
_0828_,15.68µm
net13,15.68µm
net110,15.68µm
clknet_4_8_0_sys_clk_i,15.68µm
clknet_4_2_0_periph_clk_i,15.68µm
data_tx_i[4],15.54µm
_0856_,15.22µm
u_dc_fifo_rx.u_din.buffer.data\[31\],15.22µm
u_reg_if.r_uart_rx_data\[7\],15.22µm
u_uart_tx.baud_cnt\[15\],15.22µm
_0265_,15.17µm
_0421_,15.17µm
net12,15.17µm
net48,15.17µm
r_status_sync\[3\],15.17µm
u_uart_rx.busy_o,15.17µm
cfg_rx_bytes_left_i[11],15.135µm
_0062_,15.12µm
_0312_,15.12µm
net79,15.12µm
u_fifo.i_fifo.buffer\[0\]\[4\],15.12µm
net360,15.12µm
cfg_tx_size_o[14],14.98µm
_0411_,14.76µm
_0310_,14.71µm
_0558_,14.66µm
u_dc_fifo_tx.u_din.buffer.data\[13\],14.66µm
u_uart_tx.reg_data\[1\],14.66µm
_0010_,14.61µm
_0129_,14.61µm
_0263_,14.61µm
_0397_,14.61µm
net80,14.61µm
net346,14.575µm
net348,14.575µm
net,14.575µm
_0201_,14.56µm
_0645_,14.56µm
_0654_,14.56µm
_0846_,14.56µm
_0420_,14.15µm
net257,14.1µm
_0017_,14.05µm
_0060_,14.05µm
_0214_,14.05µm
_0698_,14.05µm
_0849_,14.05µm
_0855_,14.05µm
net11,14.05µm
net121,14.05µm
net129,14.05µm
net50,14.05µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[0\],14.05µm
u_fifo.r_inflight\[0\],14.05µm
_0268_,14µm
net69,14µm
net71,14µm
net356,13.86µm
_0492_,13.59µm
_0786_,13.59µm
_0366_,13.54µm
_0857_,13.54µm
u_dc_fifo_rx.u_din.buffer.data\[15\],13.54µm
u_dc_fifo_tx.u_din.buffer.data\[15\],13.54µm
_0002_,13.49µm
_0005_,13.49µm
_0031_,13.49µm
_0173_,13.49µm
_0175_,13.49µm
_0396_,13.49µm
_0464_,13.49µm
_0660_,13.49µm
_0781_,13.49µm
_0815_,13.49µm
net362,13.49µm
net355,13.455µm
_0154_,13.44µm
_0227_,13.44µm
_0609_,13.44µm
_0692_,13.44µm
u_dc_fifo_rx.u_din.full.full_synch.d_middle\[0\],13.44µm
net328,13.3µm
data_tx_i[5],13.3µm
cfg_tx_startaddr_o[10],13.3µm
u_fifo.i_fifo.buffer\[0\]\[2\],13.03µm
_0426_,12.98µm
u_dc_fifo_rx.u_din.buffer.data\[28\],12.98µm
u_dc_fifo_tx.u_din.buffer.data\[31\],12.98µm
net327,12.945µm
_0003_,12.93µm
_0019_,12.93µm
_0074_,12.93µm
_0242_,12.93µm
_0351_,12.93µm
net60,12.93µm
u_dc_fifo_tx.u_din.buffer.data\[30\],12.93µm
_0007_,12.88µm
_0063_,12.88µm
_0166_,12.88µm
_0283_,12.88µm
_0659_,12.88µm
_0683_,12.88µm
net86,12.88µm
i_ep_err_parity.sync_a\[0\],12.88µm
i_ep_event.sync_a\[1\],12.88µm
data_tx_i[0],12.74µm
rstn_i,12.74µm
cfg_rx_size_o[10],12.74µm
cfg_tx_size_o[11],12.74µm
_0735_,12.65µm
_0709_,12.47µm
u_fifo.i_fifo.buffer\[0\]\[3\],12.42µm
u_fifo.i_fifo.buffer\[1\]\[4\],12.42µm
_0126_,12.37µm
_0151_,12.37µm
_0163_,12.37µm
_0216_,12.37µm
_0231_,12.37µm
_0282_,12.37µm
_0288_,12.37µm
_0498_,12.37µm
_0573_,12.37µm
_0602_,12.37µm
net27,12.37µm
net59,12.37µm
i_ep_event.sync_a\[0\],12.37µm
net367,12.37µm
net329,12.335µm
net338,12.335µm
net352,12.335µm
net353,12.335µm
_0280_,12.32µm
_0557_,12.32µm
_0596_,12.32µm
_0819_,12.32µm
s_uart_err_irq_en,12.32µm
_0476_,11.86µm
_0814_,11.86µm
i_ep_err_overflow.i_sync_clkb.i_pulp_sync.r_reg\[1\],11.86µm
u_dc_fifo_tx.u_din.buffer.data\[29\],11.86µm
_0024_,11.81µm
_0051_,11.81µm
_0089_,11.81µm
_0105_,11.81µm
_0161_,11.81µm
_0206_,11.81µm
_0223_,11.81µm
_0243_,11.81µm
_0565_,11.81µm
net120,11.81µm
_0109_,11.76µm
_0244_,11.76µm
_0305_,11.76µm
_0724_,11.76µm
_0806_,11.76µm
u_dc_fifo_rx.u_din.buffer.data\[14\],11.76µm
cfg_data_i[11],11.62µm
cfg_data_i[23],11.62µm
data_tx_i[1],11.62µm
cfg_rx_size_o[9],11.62µm
data_tx_ready_o,11.62µm
_0346_,11.35µm
_0551_,11.3µm
i_ep_err_overflow.sync_a\[1\],11.3µm
u_dc_fifo_tx.u_din.buffer.data\[10\],11.3µm
u_dc_fifo_tx.u_din.buffer.data\[8\],11.3µm
_0033_,11.25µm
_0486_,11.25µm
_0519_,11.25µm
_0553_,11.25µm
_0554_,11.25µm
_0656_,11.25µm
net20,11.25µm
net143,11.25µm
u_dc_fifo_tx.u_din.full.latched_full_s,11.25µm
net325,11.215µm
net333,11.215µm
net339,11.215µm
net331,11.215µm
_0119_,11.2µm
_0139_,11.2µm
_0251_,11.2µm
_0299_,11.2µm
_0304_,11.2µm
_0403_,11.2µm
_0550_,11.2µm
_0644_,11.2µm
net126,11.2µm
net139,11.2µm
net64,11.2µm
clknet_4_15_0_sys_clk_i,11.2µm
cfg_data_i[9],11.06µm
data_tx_req_o,11.06µm
_0296_,10.79µm
u_uart_tx.reg_data\[6\],10.79µm
_0736_,10.74µm
_0817_,10.74µm
i_ep_err_parity.i_sync_clkb.serial_o,10.74µm
cfg_data_o[10],10.705µm
_0071_,10.69µm
_0082_,10.69µm
_0116_,10.69µm
_0247_,10.69µm
_0250_,10.69µm
_0338_,10.69µm
_0469_,10.69µm
_0667_,10.69µm
_0755_,10.69µm
net341,10.655µm
_0014_,10.64µm
_0037_,10.64µm
_0049_,10.64µm
_0080_,10.64µm
_0143_,10.64µm
_0156_,10.64µm
_0196_,10.64µm
_0303_,10.64µm
_0570_,10.64µm
_0687_,10.64µm
_0842_,10.64µm
net16,10.64µm
net368,10.64µm
net345,10.55µm
cfg_data_o[23],10.55µm
cfg_rx_size_o[11],10.5µm
cfg_rx_size_o[15],10.5µm
cfg_tx_startaddr_o[11],10.5µm
uart_tx_o,10.5µm
_0491_,10.23µm
_0424_,10.18µm
_0061_,10.13µm
_0066_,10.13µm
_0076_,10.13µm
_0085_,10.13µm
_0088_,10.13µm
_0239_,10.13µm
_0269_,10.13µm
_0284_,10.13µm
_0422_,10.13µm
_0690_,10.13µm
_0703_,10.13µm
_0801_,10.13µm
_0210_,10.08µm
_0308_,10.08µm
_0401_,10.08µm
_0480_,10.08µm
_0509_,10.08µm
_0575_,10.08µm
_0593_,10.08µm
_0595_,10.08µm
_0604_,10.08µm
_0646_,10.08µm
net67,10.08µm
u_dc_fifo_tx.u_din.buffer.data\[24\],10.08µm
net342,9.94µm
cfg_data_i[14],9.94µm
data_tx_i[2],9.94µm
data_tx_i[7],9.94µm
data_tx_valid_i,9.94µm
cfg_rx_size_o[14],9.94µm
cfg_rx_startaddr_o[9],9.94µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[1\],9.62µm
_0001_,9.57µm
_0181_,9.57µm
_0189_,9.57µm
_0207_,9.57µm
_0273_,9.57µm
_0373_,9.57µm
_0526_,9.57µm
_0588_,9.57µm
_0711_,9.57µm
net363,9.57µm
net370,9.57µm
_0067_,9.52µm
_0419_,9.52µm
_0535_,9.52µm
_0725_,9.52µm
net340,9.38µm
cfg_data_i[15],9.38µm
cfg_rx_startaddr_o[10],9.38µm
_0009_,9.01µm
_0011_,9.01µm
_0039_,9.01µm
_0052_,9.01µm
_0070_,9.01µm
_0072_,9.01µm
_0117_,9.01µm
_0136_,9.01µm
_0198_,9.01µm
_0333_,9.01µm
_0497_,9.01µm
net144,9.01µm
u_uart_rx.r_error_parity,9.01µm
_0168_,8.96µm
_0313_,8.96µm
_0326_,8.96µm
_0347_,8.96µm
_0503_,8.96µm
_0504_,8.96µm
_0797_,8.96µm
net114,8.96µm
data_tx_gnt_i,8.87µm
data_tx_i[3],8.87µm
net349,8.465µm
net332,8.465µm
_0064_,8.45µm
_0087_,8.45µm
_0176_,8.45µm
_0264_,8.45µm
_0276_,8.45µm
_0391_,8.45µm
_0432_,8.45µm
_0527_,8.45µm
_0589_,8.45µm
_0605_,8.45µm
_0787_,8.45µm
_0821_,8.45µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[2\],8.45µm
_0056_,8.4µm
_0101_,8.4µm
_0115_,8.4µm
_0150_,8.4µm
_0232_,8.4µm
_0259_,8.4µm
_0297_,8.4µm
_0300_,8.4µm
_0382_,8.4µm
_0438_,8.4µm
_0455_,8.4µm
_0511_,8.4µm
_0584_,8.4µm
_0630_,8.4µm
_0641_,8.4µm
_0670_,8.4µm
_0783_,8.4µm
net65,8.4µm
net98,8.4µm
net359,8.4µm
net361,8.4µm
_0485_,7.94µm
_0560_,7.94µm
net81,7.94µm
_0047_,7.89µm
_0075_,7.89µm
_0095_,7.89µm
_0107_,7.89µm
_0169_,7.89µm
_0197_,7.89µm
_0204_,7.89µm
_0256_,7.89µm
_0730_,7.89µm
_0753_,7.89µm
net141,7.89µm
_0000_,7.84µm
_0013_,7.84µm
_0015_,7.84µm
_0026_,7.84µm
_0110_,7.84µm
_0148_,7.84µm
_0153_,7.84µm
_0171_,7.84µm
_0344_,7.84µm
_0406_,7.84µm
_0537_,7.84µm
_0564_,7.84µm
_0627_,7.84µm
_0651_,7.84µm
_0757_,7.84µm
_0761_,7.84µm
_0833_,7.84µm
net178,7.84µm
_0587_,7.38µm
_0100_,7.33µm
_0103_,7.33µm
_0174_,7.33µm
_0240_,7.33µm
_0437_,7.33µm
_0482_,7.33µm
_0837_,7.33µm
i_ep_err_overflow.s_input_reg_next,7.33µm
_0022_,7.28µm
_0097_,7.28µm
_0098_,7.28µm
_0145_,7.28µm
_0149_,7.28µm
_0167_,7.28µm
_0271_,7.28µm
_0316_,7.28µm
_0348_,7.28µm
_0508_,7.28µm
_0545_,7.28µm
_0566_,7.28µm
_0579_,7.28µm
_0606_,7.28µm
_0618_,7.28µm
_0767_,7.28µm
_0825_,7.28µm
clknet_4_11_0_sys_clk_i,7.28µm
_0417_,6.82µm
_0423_,6.82µm
_0603_,6.82µm
_0754_,6.82µm
net30,6.82µm
_0038_,6.77µm
_0096_,6.77µm
_0159_,6.77µm
_0200_,6.77µm
_0330_,6.77µm
_0581_,6.77µm
_0600_,6.77µm
net75,6.77µm
net87,6.77µm
u_dc_fifo_tx.u_din.full.full_synch.d_middle\[0\],6.77µm
_0027_,6.72µm
_0046_,6.72µm
_0058_,6.72µm
_0094_,6.72µm
_0118_,6.72µm
_0152_,6.72µm
_0202_,6.72µm
_0218_,6.72µm
_0275_,6.72µm
_0302_,6.72µm
_0345_,6.72µm
_0367_,6.72µm
_0368_,6.72µm
_0439_,6.72µm
_0522_,6.72µm
_0524_,6.72µm
_0577_,6.72µm
_0628_,6.72µm
_0686_,6.72µm
_0729_,6.72µm
_0752_,6.72µm
_0768_,6.72µm
_0782_,6.72µm
_0816_,6.72µm
net41,6.72µm
net83,6.72µm
r_status_sync\[0\],6.72µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[0\],6.72µm
_0272_,6.26µm
_0473_,6.26µm
_0556_,6.26µm
_0598_,6.26µm
_0626_,6.26µm
_0632_,6.26µm
_0678_,6.26µm
_0053_,6.21µm
_0073_,6.21µm
_0106_,6.21µm
_0225_,6.21µm
_0226_,6.21µm
_0248_,6.21µm
_0277_,6.21µm
_0425_,6.21µm
_0591_,6.21µm
_0655_,6.21µm
_0658_,6.21µm
_0050_,6.16µm
_0102_,6.16µm
_0285_,6.16µm
_0325_,6.16µm
_0337_,6.16µm
_0500_,6.16µm
_0613_,6.16µm
_0705_,6.16µm
_0750_,6.16µm
_0794_,6.16µm
_0809_,6.16µm
_0845_,6.16µm
_0472_,5.75µm
_0427_,5.7µm
_0664_,5.7µm
_0734_,5.7µm
_0021_,5.65µm
_0055_,5.65µm
_0091_,5.65µm
_0127_,5.65µm
_0132_,5.65µm
_0205_,5.65µm
_0260_,5.65µm
_0331_,5.65µm
_0820_,5.65µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[3\],5.65µm
_0079_,5.6µm
_0108_,5.6µm
_0134_,5.6µm
_0290_,5.6µm
_0488_,5.6µm
_0520_,5.6µm
_0531_,5.6µm
_0555_,5.6µm
_0559_,5.6µm
_0789_,5.6µm
_0829_,5.6µm
net95,5.6µm
i_ep_err_parity.s_input_reg_next,5.6µm
_0341_,5.14µm
_0410_,5.14µm
_0465_,5.14µm
_0477_,5.14µm
_0004_,5.09µm
_0032_,5.09µm
_0099_,5.09µm
_0170_,5.09µm
_0620_,5.09µm
_0647_,5.09µm
_0835_,5.09µm
i_ep_err_overflow.sync_a\[0\],5.09µm
_0041_,5.04µm
_0042_,5.04µm
_0083_,5.04µm
_0112_,5.04µm
_0120_,5.04µm
_0121_,5.04µm
_0125_,5.04µm
_0155_,5.04µm
_0162_,5.04µm
_0199_,5.04µm
_0221_,5.04µm
_0236_,5.04µm
_0252_,5.04µm
_0253_,5.04µm
_0254_,5.04µm
_0267_,5.04µm
_0279_,5.04µm
_0295_,5.04µm
_0324_,5.04µm
_0506_,5.04µm
_0542_,5.04µm
_0547_,5.04µm
_0571_,5.04µm
_0586_,5.04µm
_0625_,5.04µm
_0810_,5.04µm
_0811_,5.04µm
_0824_,5.04µm
net92,5.04µm
net365,5.04µm
_0481_,4.58µm
_0538_,4.58µm
_0543_,4.58µm
_0792_,4.58µm
_0025_,4.53µm
_0562_,4.53µm
_0621_,4.53µm
_0638_,4.53µm
_0741_,4.53µm
_0008_,4.48µm
_0030_,4.48µm
_0069_,4.48µm
_0077_,4.48µm
_0081_,4.48µm
_0090_,4.48µm
_0123_,4.48µm
_0142_,4.48µm
_0144_,4.48µm
_0157_,4.48µm
_0233_,4.48µm
_0241_,4.48µm
_0246_,4.48µm
_0249_,4.48µm
_0255_,4.48µm
_0318_,4.48µm
_0354_,4.48µm
_0415_,4.48µm
_0516_,4.48µm
_0534_,4.48µm
_0610_,4.48µm
_0652_,4.48µm
_0770_,4.48µm
_0808_,4.48µm
_0813_,4.48µm
net40,4.48µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[3\],4.48µm
_0029_,4.02µm
_0392_,4.02µm
_0507_,4.02µm
_0773_,4.02µm
_0774_,4.02µm
_0528_,3.97µm
_0728_,3.97µm
_0756_,3.97µm
_0023_,3.92µm
_0057_,3.92µm
_0059_,3.92µm
_0104_,3.92µm
_0113_,3.92µm
_0128_,3.92µm
_0160_,3.92µm
_0229_,3.92µm
_0245_,3.92µm
_0261_,3.92µm
_0286_,3.92µm
_0289_,3.92µm
_0435_,3.92µm
_0490_,3.92µm
_0518_,3.92µm
_0568_,3.92µm
_0582_,3.92µm
_0612_,3.92µm
_0836_,3.92µm
_0839_,3.92µm
net131,3.92µm
u_dc_fifo_tx.u_din.buffer.data\[7\],3.92µm
u_uart_rx.reg_rx_sync\[0\],3.92µm
u_uart_tx.reg_bit_count\[2\],3.92µm
_0320_,3.46µm
_0336_,3.46µm
_0766_,3.46µm
_0850_,3.46µm
_0443_,3.41µm
_0028_,3.36µm
_0035_,3.36µm
_0040_,3.36µm
_0043_,3.36µm
_0065_,3.36µm
_0084_,3.36µm
_0114_,3.36µm
_0122_,3.36µm
_0124_,3.36µm
_0130_,3.36µm
_0131_,3.36µm
_0137_,3.36µm
_0164_,3.36µm
_0187_,3.36µm
_0193_,3.36µm
_0194_,3.36µm
_0195_,3.36µm
_0230_,3.36µm
_0234_,3.36µm
_0237_,3.36µm
_0274_,3.36µm
_0440_,3.36µm
_0483_,3.36µm
_0539_,3.36µm
_0544_,3.36µm
_0548_,3.36µm
_0549_,3.36µm
_0597_,3.36µm
_0631_,3.36µm
_0666_,3.36µm
_0672_,3.36µm
_0695_,3.36µm
_0733_,3.36µm
_0737_,3.36µm
_0759_,3.36µm
_0760_,3.36µm
_0831_,3.36µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[2\],3.36µm
net358,3.36µm
_0471_,2.9µm
_0536_,2.9µm
_0572_,2.9µm
_0715_,2.9µm
_0749_,2.9µm
_0012_,2.8µm
_0045_,2.8µm
_0048_,2.8µm
_0078_,2.8µm
_0086_,2.8µm
_0092_,2.8µm
_0133_,2.8µm
_0135_,2.8µm
_0138_,2.8µm
_0146_,2.8µm
_0165_,2.8µm
_0217_,2.8µm
_0222_,2.8µm
_0224_,2.8µm
_0228_,2.8µm
_0235_,2.8µm
_0262_,2.8µm
_0266_,2.8µm
_0278_,2.8µm
_0287_,2.8µm
_0309_,2.8µm
_0317_,2.8µm
_0371_,2.8µm
_0499_,2.8µm
_0530_,2.8µm
_0578_,2.8µm
_0583_,2.8µm
_0648_,2.8µm
_0751_,2.8µm
_0798_,2.8µm
net357,2.8µm
net364,2.8µm
_0467_,2.34µm
_0546_,2.34µm
_0567_,2.34µm
_0569_,2.34µm
_0335_,2.24µm
_0436_,2.24µm
_0484_,2.24µm
_0580_,2.24µm
_0616_,2.24µm
_0624_,2.24µm
_0776_,2.24µm
_0834_,2.24µm
u_uart_rx.reg_rx_sync\[1\],2.24µm
_0349_,1.68µm
_0395_,1.68µm
_0463_,1.68µm
_0611_,1.68µm
_0617_,1.68µm
_0619_,1.68µm
_0635_,1.68µm
_0637_,1.68µm
_0769_,1.68µm
i_ep_event.i_sync_clkb.i_pulp_sync.r_reg\[0\],1.68µm
_0434_,1.12µm
_0552_,1.12µm
_0799_,1.12µm
