net,length_um
clknet_5_29__leaf_sys_clk_i,167.49µm
r_uart_div\[12\],166.42µm
net329,165.45µm
net356,165.35µm
r_uart_bits\[1\],164.79µm
net342,164.74µm
net309,164.18µm
s_data_rx_dc\[0\],163.72µm
net481,163.72µm
net28,161.48µm
net443,160.92µm
clknet_5_31__leaf_sys_clk_i,160.36µm
net164,160.21µm
net3,156.95µm
net85,155.68µm
net2,155.27µm
net207,155.22µm
net128,155.17µm
net335,155.12µm
net460,154.86µm
net252,154.61µm
net355,154.25µm
net440,152.42µm
net265,152.01µm
net473,152.01µm
u_uart_rx.baud_cnt\[0\],151.96µm
net214,151.86µm
net341,151.86µm
r_uart_div\[8\],150.96µm
clknet_5_7__leaf_sys_clk_i,150.28µm
net476,149.72µm
net444,149.67µm
r_uart_div\[15\],149.06µm
net295,148.4µm
_0515_,147.71µm
s_uart_en_rx,147.38µm
net314,146.46µm
net226,146.31µm
net202,146.21µm
net320,145.19µm
net34,144.68µm
net452,144.68µm
clknet_5_24__leaf_sys_clk_i,144.07µm
net540,143.51µm
_0739_,143.41µm
net76,143.36µm
net112,142.85µm
r_uart_div\[13\],142.29µm
r_uart_div\[9\],140.61µm
net38,140.3µm
net21,140.05µm
net99,139.13µm
net358,138.57µm
net33,138.47µm
_0374_,137.25µm
u_uart_rx.baud_cnt\[4\],136.79µm
net450,136.38µm
clknet_5_21__leaf_sys_clk_i,135.77µm
net436,135.16µm
r_uart_div\[14\],133.94µm
net194,133.89µm
net432,133.48µm
net300,133.38µm
s_data_rx_dc\[4\],132.36µm
net467,132.26µm
net195,131.14µm
net231,131.14µm
clknet_5_14__leaf_sys_clk_i,130.58µm
r_uart_div\[6\],129.41µm
net446,127.78µm
_0706_,127.17µm
u_uart_rx.bit_done,127.17µm
net458,126.71µm
net430,125.79µm
clknet_5_22__leaf_periph_clk_i,125.49µm
net333,125.44µm
net200,124.98µm
clknet_5_11__leaf_sys_clk_i,124.57µm
_0450_,123.91µm
net474,123.4µm
clknet_5_12__leaf_sys_clk_i,123.35µm
net322,122.79µm
net177,122.74µm
_0790_,122.13µm
net227,121.67µm
net302,121.62µm
_0376_,121.52µm
net534,120.45µm
net4,119.43µm
u_uart_rx.baud_cnt\[9\],119.43µm
u_uart_rx.reg_rx_sync\[2\],118.87µm
net218,118.77µm
net319,118.31µm
net198,118.26µm
clknet_5_1__leaf_sys_clk_i,118.26µm
net257,117.7µm
u_uart_tx.busy_o,117.19µm
net264,117.19µm
clknet_5_5__leaf_sys_clk_i,117.14µm
s_uart_bits\[0\],116.58µm
clknet_5_0__leaf_periph_clk_i,116.07µm
clknet_5_22__leaf_sys_clk_i,115.51µm
net146,115.46µm
net1,115.18µm
net416,114.24µm
clknet_5_0__leaf_sys_clk_i,113.88µm
clknet_5_13__leaf_sys_clk_i,113.83µm
s_uart_rx_clean_fifo,113.73µm
clknet_5_30__leaf_sys_clk_i,113.42µm
u_uart_rx.baud_cnt\[3\],112.61µm
net179,112µm
u_reg_if.r_uart_rx_data\[1\],111.54µm
net538,110.57µm
s_uart_rx_irq_en,110.47µm
clknet_5_4__leaf_sys_clk_i,109.91µm
net103,109.3µm
clknet_5_9__leaf_sys_clk_i,108.79µm
net256,108.23µm
clknet_5_20__leaf_sys_clk_i,108.23µm
net168,107.62µm
u_dc_fifo_rx.u_din.full.full_synch.d_in\[0\],107.57µm
net349,107.57µm
net365,107.52µm
u_uart_rx.baud_cnt\[6\],107.11µm
net464,107.06µm
net466,106.65µm
clknet_5_28__leaf_periph_clk_i,106.45µm
net479,105.43µm
_0408_,104.87µm
clknet_5_18__leaf_periph_clk_i,104.87µm
net536,104.26µm
net261,104.16µm
net262,103.75µm
_0744_,103.14µm
net360,103.14µm
net306,102.68µm
net308,102.58µm
net424,102.53µm
_0743_,102.48µm
net366,102.48µm
net469,102.07µm
net350,102.02µm
net263,101.46µm
net212,100.85µm
cfg_rx_size_o[8],100.66µm
_0409_,100.39µm
u_dc_fifo_rx.u_din.write_token\[3\],100.34µm
u_uart_rx.baud_cnt\[10\],100.29µm
net321,100.29µm
net334,99.73µm
cfg_tx_size_o[8],99.54µm
_0512_,99.27µm
net206,99.17µm
clknet_5_28__leaf_sys_clk_i,98.71µm
net301,98.1µm
u_uart_tx.bit_done,97.69µm
_0513_,97.49µm
net259,96.88µm
u_dc_fifo_rx.u_din.write_token\[1\],96.37µm
r_uart_parity_en,96.01µm
u_uart_tx.CS\[2\],95.96µm
net258,95.3µm
net401,95.2µm
cfg_rx_startaddr_o[0],95.06µm
u_uart_rx.CS\[1\],94.84µm
clknet_5_13__leaf_periph_clk_i,94.84µm
net359,94.74µm
clknet_5_3__leaf_periph_clk_i,94.74µm
net172,94.64µm
net453,94.18µm
net298,93.67µm
_0502_,93.62µm
net160,93.57µm
u_dc_fifo_rx.u_din.write_token\[0\],93.16µm
clknet_5_23__leaf_sys_clk_i,93.06µm
u_uart_tx.baud_cnt\[1\],92.45µm
cfg_rx_startaddr_o[8],92.26µm
cfg_rx_size_o[0],92.26µm
cfg_tx_startaddr_o[3],91.7µm
cfg_tx_size_o[13],91.7µm
clknet_5_12__leaf_periph_clk_i,91.53µm
net395,91.33µm
clknet_5_29__leaf_periph_clk_i,91.33µm
clknet_5_3__leaf_sys_clk_i,90.82µm
_0413_,90.77µm
cfg_rx_startaddr_o[7],90.63µm
s_uart_parity_en,90.21µm
net274,90.16µm
net260,90.16µm
u_dc_fifo_tx.u_din.write_token\[0\],89.7µm
cfg_tx_size_o[7],89.46µm
net199,88.58µm
s_data_rx_dc\[7\],88.07µm
net357,88.07µm
clknet_5_8__leaf_periph_clk_i,87.92µm
cfg_tx_size_o[3],87.78µm
clknet_5_21__leaf_periph_clk_i,87.56µm
s_data_rx_dc\[2\],87.51µm
clknet_5_19__leaf_periph_clk_i,87.41µm
_0685_,87.36µm
u_dc_fifo_tx.u_din.write_token\[3\],87.05µm
net213,86.9µm
_0785_,86.8µm
cfg_rx_size_o[6],86.66µm
r_uart_en_tx_sync\[2\],86.34µm
clknet_5_14__leaf_periph_clk_i,86.34µm
_0592_,86.24µm
cfg_rx_size_o[1],86.1µm
u_uart_rx.baud_cnt\[5\],85.78µm
clknet_5_24__leaf_periph_clk_i,85.78µm
u_uart_tx.CS\[0\],85.6µm
cfg_tx_startaddr_o[9],85.54µm
clknet_5_26__leaf_periph_clk_i,85.32µm
_0707_,85.27µm
r_uart_div\[4\],85.27µm
cfg_tx_size_o[0],84.98µm
cfg_rx_size_o[13],84.98µm
_0446_,84.71µm
u_dc_fifo_tx.u_dout.read_token\[1\],84.71µm
net239,84.71µm
r_uart_div\[10\],84.61µm
net216,84.1µm
net375,84.05µm
cfg_tx_startaddr_o[8],83.86µm
clknet_5_25__leaf_periph_clk_i,83.64µm
_0445_,83.59µm
r_uart_div\[0\],83.49µm
clknet_5_18__leaf_sys_clk_i,83.49µm
cfg_tx_size_o[9],83.3µm
cfg_rx_size_o[4],83.3µm
net477,83.03µm
net203,82.88µm
cfg_tx_startaddr_o[6],82.84µm
cfg_tx_startaddr_o[7],82.74µm
cfg_tx_startaddr_o[0],82.74µm
_0447_,82.47µm
clknet_5_15__leaf_sys_clk_i,82.42µm
u_uart_tx.baud_cnt\[0\],82.37µm
net535,81.86µm
_0006_,81.81µm
u_uart_tx.CS\[1\],81.35µm
net113,81.25µm
clknet_5_8__leaf_sys_clk_i,81.25µm
cfg_rx_size_o[7],81.06µm
_0532_,80.84µm
clknet_5_23__leaf_periph_clk_i,80.84µm
cfg_tx_size_o[6],80.5µm
net215,79.67µm
clknet_5_7__leaf_periph_clk_i,79.67µm
net307,79.57µm
net377,79.52µm
cfg_rx_size_o[5],79.38µm
net478,79.11µm
_0712_,79.06µm
net188,79.06µm
net222,78.96µm
_0540_,78.55µm
net389,78.4µm
_0429_,77.94µm
s_uart_div\[6\],77.89µm
clknet_5_1__leaf_periph_clk_i,77.89µm
cfg_rx_startaddr_o[3],77.7µm
net433,77.43µm
u_uart_rx.baud_cnt\[13\],77.28µm
cfg_rx_startaddr_o[2],77.14µm
clknet_5_17__leaf_periph_clk_i,77.02µm
_0697_,76.92µm
clknet_5_10__leaf_periph_clk_i,76.92µm
clknet_5_16__leaf_sys_clk_i,76.36µm
u_fifo.i_fifo.elements\[0\],76.26µm
net441,76.26µm
net104,76.21µm
cfg_tx_size_o[5],76.02µm
net139,75.6µm
cfg_rx_startaddr_o[5],75.51µm
net173,75.14µm
s_data_rx_dc\[6\],75.09µm
cfg_tx_startaddr_o[5],74.9µm
_0494_,74.68µm
u_dc_fifo_tx.u_din.write_token\[2\],74.63µm
clknet_5_9__leaf_periph_clk_i,74.63µm
_0362_,74.53µm
net254,74.12µm
u_uart_rx.baud_cnt\[1\],74.02µm
_0691_,73.97µm
net362,73.92µm
cfg_rx_startaddr_o[6],73.78µm
net468,73.46µm
u_uart_rx.CS\[0\],73.28µm
_0353_,73µm
_0746_,72.9µm
net105,72.85µm
net236,72.85µm
clknet_5_16__leaf_periph_clk_i,72.39µm
_0758_,72.24µm
cfg_tx_size_o[2],72.15µm
s_data_rx_dc\[3\],71.83µm
u_uart_tx.baud_cnt\[12\],71.78µm
_0848_,71.73µm
cfg_rx_size_o[2],71.54µm
net408,71.12µm
u_dc_fifo_rx.u_dout.read_token\[1\],70.66µm
u_uart_rx.baud_cnt\[7\],70.61µm
net305,70.2µm
u_dc_fifo_rx.u_din.write_token\[2\],70.15µm
_0496_,70.1µm
_0377_,70µm
u_uart_rx.baud_cnt\[8\],69.64µm
u_uart_tx.baud_cnt\[8\],69.59µm
_0495_,69.49µm
net208,69.49µm
i_ep_err_parity.i_sync_clkb.i_pulp_sync.serial_i,69.49µm
net396,69.49µm
_0802_,69.44µm
net171,68.98µm
_0721_,68.62µm
clknet_5_27__leaf_periph_clk_i,68.42µm
net299,68.32µm
u_uart_rx.baud_cnt\[14\],67.91µm
_0629_,67.81µm
_0676_,67.81µm
u_dc_fifo_rx.u_dout.read_token\[3\],67.81µm
_0784_,67.3µm
net247,67.3µm
clknet_5_5__leaf_periph_clk_i,67.3µm
net310,67.25µm
net324,67.25µm
net454,67.25µm
net155,67.2µm
i_ep_err_overflow.i_sync_clkb.i_pulp_sync.serial_i,66.79µm
clknet_5_20__leaf_periph_clk_i,66.79µm
net159,66.74µm
u_uart_rx.CS\[2\],66.74µm
_0298_,66.69µm
u_uart_tx.baud_cnt\[4\],66.28µm
_0778_,66.18µm
u_dc_fifo_rx.u_dout.read_token\[2\],65.67µm
u_uart_rx.baud_cnt\[15\],65.62µm
_0369_,65.01µm
net35,65.01µm
clknet_5_19__leaf_sys_clk_i,64.55µm
_0361_,64.45µm
u_dc_fifo_rx.dst_rstn_i,64.45µm
cfg_tx_size_o[1],64.26µm
net480,63.89µm
cfg_rx_clr_o,63.7µm
clknet_5_2__leaf_periph_clk_i,63.38µm
clknet_5_4__leaf_periph_clk_i,63.38µm
_0601_,62.72µm
cfg_tx_size_o[12],62.63µm
cfg_tx_startaddr_o[1],62.58µm
cfg_rx_startaddr_o[1],62.58µm
_0796_,62.31µm
net109,62.26µm
net472,62.26µm
_0375_,62.16µm
_0674_,61.75µm
net174,61.7µm
u_dc_fifo_tx.u_dout.empty_synch.d_out\[0\],61.65µm
net369,61.6µm
cfg_rx_continuous_o,61.46µm
clknet_5_17__leaf_sys_clk_i,61.14µm
u_dc_fifo_tx.u_dout.read_token\[2\],60.58µm
_0805_,60.53µm
net462,60.53µm
_0576_,60.35µm
clknet_5_2__leaf_sys_clk_i,60.12µm
s_uart_div\[0\],59.92µm
cfg_rx_startaddr_o[4],59.83µm
_0448_,59.41µm
net240,59.41µm
data_rx_o[3],59.375µm
_0294_,59.36µm
net304,59.36µm
_0493_,58.9µm
net189,58.9µm
net431,58.9µm
_0800_,58.8µm
net406,58.29µm
net311,58.24µm
cfg_tx_size_o[4],58.1µm
u_dc_fifo_tx.u_dout.read_token\[3\],57.83µm
net170,57.78µm
_0822_,57.73µm
_0355_,57.32µm
_0694_,57.17µm
s_uart_div\[10\],57.17µm
_0650_,57.12µm
net204,57.12µm
_0343_,56.76µm
u_fifo.i_fifo.elements\[1\],56.76µm
_0350_,56.66µm
cfg_data_o[4],56.575µm
_0449_,56.1µm
cfg_tx_startaddr_o[4],55.91µm
net498,55.86µm
net447,55.59µm
cfg_data_o[0],55.455µm
_0677_,55.44µm
net191,55.44µm
net410,55.44µm
cfg_tx_size_o[15],55.3µm
u_dc_fifo_rx.u_dout.read_token\[0\],55.03µm
net345,55.03µm
net435,54.93µm
_0407_,54.88µm
net367,54.88µm
net457,54.47µm
_0680_,54.42µm
net117,54.42µm
net248,54.42µm
_0293_,54.37µm
_0714_,54.37µm
u_fifo.i_fifo.pointer_out\[0\],54.37µm
net193,54.32µm
net363,54.32µm
cfg_tx_startaddr_o[2],54.18µm
net427,53.86µm
_0804_,53.81µm
_0387_,53.76µm
net442,53.25µm
_0517_,52.64µm
_0668_,52.18µm
clknet_5_31__leaf_periph_clk_i,52.18µm
_0393_,52.08µm
_0478_,51.57µm
net223,51.52µm
data_rx_o[2],51.025µm
_0852_,50.5µm
u_uart_rx.baud_cnt\[2\],50.5µm
net465,50.5µm
_0292_,50.45µm
net412,50.45µm
_0844_,50.4µm
cfg_rx_size_o[12],50.31µm
net209,49.89µm
net152,49.84µm
s_uart_div\[12\],49.43µm
_0332_,49.38µm
_0622_,49.38µm
clknet_5_30__leaf_periph_clk_i,49.38µm
cfg_data_o[1],49.295µm
u_dc_fifo_tx.u_dout.empty_synch.d_out\[3\],49.28µm
cfg_data_o[22],48.785µm
net180,48.77µm
u_dc_fifo_tx.u_din.buffer.data\[17\],48.77µm
cfg_data_o[25],48.735µm
cfg_data_o[21],48.735µm
_0358_,48.72µm
_0479_,48.26µm
net7,48.26µm
net8,47.75µm
s_uart_div\[1\],47.75µm
u_dc_fifo_tx.u_din.buffer.data\[5\],47.75µm
data_rx_o[6],47.665µm
s_uart_div\[15\],47.65µm
s_uart_div\[5\],47.65µm
clknet_5_6__leaf_periph_clk_i,47.65µm
cfg_tx_curr_addr_i[4],47.615µm
cfg_data_o[6],47.615µm
err_event_o,47.51µm
_0306_,47.14µm
_0701_,47.09µm
cfg_data_o[29],47.055µm
_0382_,47.04µm
cfg_data_o[9],46.9µm
u_dc_fifo_tx.u_dout.empty_synch.d_out\[2\],46.63µm
cfg_data_o[19],46.545µm
_0334_,46.53µm
cfg_data_o[2],46.495µm
_0823_,46.48µm
u_uart_rx.reg_bit_count\[2\],46.02µm
u_dc_fifo_tx.u_din.full.full_synch.d_in\[0\],45.97µm
_0388_,45.92µm
net190,45.92µm
net495,45.78µm
_0327_,45.41µm
u_uart_tx.baud_cnt\[7\],45.41µm
net275,45.41µm
net437,45.41µm
cfg_data_o[28],45.375µm
u_dc_fifo_tx.u_dout.read_token\[0\],44.95µm
net211,44.9µm
clknet_4_10_0_sys_clk_i,44.9µm
cfg_data_o[24],44.815µm
cfg_data_o[16],44.815µm
_0379_,44.8µm
_0838_,44.8µm
net382,44.8µm
r_uart_en_rx_sync\[2\],44.62µm
_0723_,44.29µm
net132,44.29µm
net368,44.29µm
data_rx_o[4],44.255µm
_0561_,44.24µm
_0764_,44.24µm
cfg_addr_i[3],44.1µm
u_uart_tx.baud_cnt\[9\],43.78µm
_0700_,43.73µm
u_dc_fifo_tx.u_din.write_token\[1\],43.73µm
u_reg_if.r_uart_rx_data_valid,43.73µm
cfg_addr_i[4],43.59µm
_0742_,43.27µm
_0634_,43.22µm
net210,43.22µm
u_uart_tx.baud_cnt\[10\],43.22µm
_0452_,43.17µm
net176,43.17µm
net107,43.17µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[2\],43.17µm
u_dc_fifo_tx.u_din.buffer.data\[26\],43.17µm
cfg_data_o[20],43.135µm
_0360_,43.12µm
net238,43.12µm
cfg_addr_i[1],42.98µm
_0661_,42.71µm
s_uart_div\[2\],42.71µm
_0307_,42.66µm
u_reg_if.r_uart_rx_data\[6\],42.66µm
cfg_data_o[17],42.625µm
_0365_,42.61µm
_0671_,42.61µm
_0812_,42.61µm
net183,42.56µm
net192,42.56µm
cfg_data_i[0],42.47µm
_0727_,42.15µm
net156,42.05µm
net185,42.05µm
cfg_rx_en_o,41.86µm
_0541_,41.54µm
clknet_4_15_0_periph_clk_i,41.54µm
u_dc_fifo_tx.u_din.buffer.data\[21\],41.49µm
net182,41.44µm
net186,41.44µm
net383,41.44µm
_0454_,40.93µm
r_uart_en_rx_sync\[1\],40.93µm
u_dc_fifo_tx.u_din.buffer.data\[23\],40.93µm
cfg_data_o[27],40.895µm
_0372_,40.88µm
_0378_,40.88µm
net23,40.88µm
clknet_4_6_0_periph_clk_i,40.88µm
cfg_data_o[8],40.74µm
cfg_data_i[22],40.385µm
cfg_data_o[26],40.385µm
_0699_,40.37µm
net75,40.37µm
s_uart_div\[8\],40.37µm
u_fifo.r_inflight\[1\],40.37µm
u_uart_rx.reg_bit_count\[1\],40.37µm
clknet_4_8_0_periph_clk_i,40.37µm
net312,40.32µm
net515,40.18µm
_0684_,39.96µm
r_uart_stop_bits,39.86µm
u_uart_tx.baud_cnt\[11\],39.81µm
net400,39.81µm
clknet_4_0_0_periph_clk_i,39.81µm
net370,39.76µm
_0430_,39.3µm
u_uart_tx.reg_bit_count\[0\],39.3µm
net162,39.25µm
data_rx_o[5],39.215µm
cfg_data_o[30],39.215µm
net108,39.2µm
net60,38.74µm
u_uart_rx.baud_cnt\[12\],38.74µm
clknet_4_5_0_periph_clk_i,38.74µm
clknet_4_11_0_periph_clk_i,38.74µm
clknet_4_13_0_periph_clk_i,38.69µm
cfg_data_o[5],38.655µm
net55,38.64µm
u_uart_tx.baud_cnt\[2\],38.23µm
_0342_,38.13µm
net26,38.13µm
cfg_rx_curr_addr_i[4],38.095µm
net219,38.08µm
_0716_,37.77µm
net439,37.62µm
_0441_,37.57µm
u_dc_fifo_rx.u_din.buffer.data\[19\],37.57µm
cfg_data_i[28],37.535µm
cfg_data_i[29],37.535µm
_0363_,37.52µm
net43,37.52µm
clknet_4_8_0_sys_clk_i,37.52µm
cfg_tx_clr_o,37.48µm
cfg_addr_i[0],37.38µm
u_dc_fifo_tx.u_din.buffer.data\[25\],37.06µm
u_dc_fifo_tx.u_din.buffer.data\[27\],37.06µm
u_dc_fifo_tx.u_din.buffer.data\[28\],37.06µm
net119,37.01µm
cfg_data_i[16],36.975µm
uart_rx_i,36.975µm
net504,36.82µm
u_uart_tx.baud_cnt\[6\],36.55µm
cfg_data_i[25],36.465µm
cfg_data_i[26],36.465µm
_0854_,36.45µm
net420,36.4µm
cfg_tx_curr_addr_i[9],36.3µm
cfg_rwn_i,36.26µm
_0311_,35.99µm
_0453_,35.94µm
_0777_,35.94µm
_0803_,35.94µm
net313,35.94µm
clknet_4_11_0_sys_clk_i,35.94µm
_0068_,35.89µm
_0397_,35.89µm
cfg_rx_bytes_left_i[2],35.855µm
_0722_,35.84µm
net149,35.84µm
_0356_,35.43µm
u_dc_fifo_tx.u_din.buffer.data\[1\],35.38µm
net18,35.33µm
net217,35.33µm
net281,35.33µm
clknet_5_15__leaf_periph_clk_i,35.33µm
cfg_data_i[17],35.295µm
cfg_tx_bytes_left_i[4],35.295µm
net451,34.87µm
net325,34.82µm
cfg_data_o[3],34.785µm
net196,34.77µm
net399,34.72µm
cfg_addr_i[2],34.63µm
cfg_data_i[4],34.58µm
u_uart_tx.baud_cnt\[13\],34.36µm
_0329_,34.21µm
s_uart_div\[13\],34.21µm
cfg_tx_bytes_left_i[10],34.175µm
_0384_,34.16µm
r_status_sync\[2\],34.16µm
u_dc_fifo_rx.u_din.buffer.data\[0\],34.16µm
u_fifo.i_fifo.pointer_in\[0\],34.16µm
net243,34.16µm
_0788_,33.8µm
clknet_4_3_0_periph_clk_i,33.7µm
clknet_4_12_0_periph_clk_i,33.7µm
_0444_,33.65µm
net197,33.65µm
u_uart_rx.reg_bit_count\[0\],33.65µm
cfg_rx_bytes_left_i[4],33.615µm
_0765_,33.6µm
cfg_data_o[7],33.46µm
_0740_,33.14µm
net445,33.14µm
_0209_,33.09µm
_0748_,33.09µm
cfg_data_i[27],33.055µm
cfg_rx_bytes_left_i[3],33.055µm
cfg_rx_bytes_left_i[6],33.055µm
cfg_rx_pending_i,33.055µm
cfg_tx_curr_addr_i[6],33.055µm
net56,33.04µm
net241,33.04µm
cfg_tx_curr_addr_i[8],32.95µm
_0688_,32.68µm
_0731_,32.63µm
s_uart_div\[14\],32.63µm
_0745_,32.58µm
u_dc_fifo_rx.u_din.buffer.data\[2\],32.58µm
clknet_4_0_0_sys_clk_i,32.58µm
net205,32.53µm
u_fifo.i_fifo.buffer\[1\]\[3\],32.53µm
u_reg_if.r_uart_rx_data\[3\],32.53µm
clknet_4_4_0_periph_clk_i,32.53µm
cfg_data_i[18],32.495µm
data_rx_o[1],32.495µm
_0615_,32.48µm
net118,32.48µm
_0657_,32.02µm
s_uart_div\[9\],32.02µm
cfg_tx_curr_addr_i[1],31.985µm
_0815_,31.97µm
net66,31.97µm
net175,31.97µm
net70,31.97µm
u_dc_fifo_rx.u_din.buffer.data\[29\],31.97µm
cfg_rx_bytes_left_i[1],31.935µm
cfg_rx_curr_addr_i[2],31.935µm
cfg_tx_curr_addr_i[2],31.935µm
cfg_tx_curr_addr_i[5],31.935µm
cfg_tx_pending_i,31.935µm
_0614_,31.92µm
u_dc_fifo_tx.u_din.buffer.data\[22\],31.92µm
_0807_,31.41µm
net121,31.41µm
net161,31.41µm
u_dc_fifo_rx.u_din.buffer.data\[10\],31.41µm
clknet_4_5_0_sys_clk_i,31.41µm
net537,31.41µm
cfg_data_i[24],31.375µm
net288,31.36µm
clknet_4_1_0_sys_clk_i,31.36µm
clknet_4_7_0_periph_clk_i,31.36µm
clknet_4_10_0_periph_clk_i,31.36µm
_0574_,30.95µm
_0398_,30.9µm
_0501_,30.9µm
_0521_,30.9µm
net131,30.9µm
net153,30.9µm
u_dc_fifo_rx.u_din.buffer.data\[18\],30.9µm
_0414_,30.85µm
u_dc_fifo_tx.u_din.full.full_synch.d_out\[0\],30.85µm
_0399_,30.8µm
u_dc_fifo_tx.u_dout.empty_synch.d_out\[1\],30.8µm
net394,30.8µm
cfg_valid_i,30.66µm
_0679_,30.39µm
u_reg_if.r_uart_rx_data\[2\],30.34µm
u_uart_tx.reg_data\[5\],30.34µm
_0585_,30.29µm
u_dc_fifo_rx.u_din.buffer.data\[9\],30.29µm
u_uart_tx.reg_data\[0\],30.29µm
u_uart_tx.reg_data\[7\],30.29µm
net270,30.29µm
cfg_data_i[30],30.255µm
cfg_tx_bytes_left_i[5],30.255µm
net158,30.24µm
cfg_rx_bytes_left_i[9],30.1µm
net169,29.78µm
u_dc_fifo_rx.u_din.buffer.data\[4\],29.78µm
u_uart_tx.reg_data\[2\],29.78µm
u_dc_fifo_rx.u_din.buffer.data\[7\],29.73µm
u_dc_fifo_tx.u_din.buffer.data\[18\],29.73µm
net402,29.73µm
net225,29.73µm
cfg_rx_bytes_left_i[0],29.695µm
cfg_rx_bytes_left_i[13],29.695µm
net143,29.68µm
r_status_sync\[1\],29.68µm
net347,29.68µm
cfg_data_i[13],29.54µm
cfg_tx_continuous_o,29.54µm
u_uart_tx.baud_cnt\[3\],29.27µm
_0702_,29.22µm
u_dc_fifo_tx.u_din.buffer.data\[3\],29.22µm
_0460_,29.17µm
_0717_,29.17µm
_0370_,29.12µm
net42,29.12µm
net45,29.12µm
u_uart_rx.baud_cnt\[11\],28.71µm
net9,28.61µm
net144,28.61µm
u_dc_fifo_rx.u_din.full.full_synch.d_out\[0\],28.61µm
u_fifo.i_fifo.buffer\[1\]\[1\],28.61µm
cfg_rx_bytes_left_i[5],28.575µm
cfg_rx_curr_addr_i[5],28.575µm
cfg_rx_curr_addr_i[6],28.575µm
cfg_tx_bytes_left_i[14],28.575µm
cfg_tx_bytes_left_i[2],28.575µm
cfg_tx_en_i,28.575µm
net73,28.56µm
net74,28.56µm
net404,28.56µm
net22,28.1µm
_0016_,28.05µm
_0178_,28.05µm
_0720_,28.05µm
_0762_,28.05µm
net148,28.05µm
u_dc_fifo_rx.u_din.buffer.data\[24\],28.05µm
u_dc_fifo_tx.u_din.buffer.data\[0\],28.05µm
net381,28.05µm
_0623_,28µm
net187,28µm
r_uart_en_tx_sync\[1\],28µm
net459,28µm
_0291_,27.59µm
u_dc_fifo_rx.u_din.buffer.data\[3\],27.54µm
cfg_tx_curr_addr_i[3],27.505µm
_0381_,27.49µm
u_dc_fifo_rx.u_din.buffer.data\[26\],27.49µm
cfg_rx_bytes_left_i[12],27.455µm
cfg_rx_bytes_left_i[15],27.455µm
cfg_rx_curr_addr_i[1],27.455µm
cfg_rx_en_i,27.455µm
cfg_tx_bytes_left_i[1],27.455µm
cfg_tx_bytes_left_i[3],27.455µm
cfg_tx_bytes_left_i[7],27.455µm
cfg_tx_curr_addr_i[0],27.455µm
net100,27.44µm
u_reg_if.r_uart_rx_data\[4\],27.44µm
net291,27.44µm
clknet_5_11__leaf_periph_clk_i,27.44µm
cfg_data_i[6],27.3µm
cfg_data_i[7],27.3µm
cfg_rx_curr_addr_i[9],27.3µm
data_rx_valid_o,27.3µm
_0653_,27.03µm
net10,26.98µm
_0827_,26.93µm
net407,26.93µm
net380,26.93µm
cfg_rx_curr_addr_i[3],26.895µm
cfg_rx_curr_addr_i[7],26.895µm
cfg_tx_bytes_left_i[6],26.895µm
_0359_,26.88µm
_0390_,26.88µm
_0402_,26.88µm
_0649_,26.88µm
u_dc_fifo_rx.u_din.buffer.data\[6\],26.88µm
net376,26.88µm
cfg_rx_bytes_left_i[7],26.74µm
cfg_tx_size_o[14],26.74µm
cfg_data_i[31],26.645µm
net429,26.42µm
