net,length_um
u_dc_fifo_tx.u_din.full.full_synch.d_out\[0\],30.85µm
u_reg_if.r_uart_rx_data\[3\],30.85µm
u_uart_tx.reg_data\[5\],30.85µm
cfg_tx_bytes_left_i[15],30.815µm
_0399_,30.8µm
net116,30.8µm
_0679_,30.39µm
net185,30.34µm
u_dc_fifo_rx.u_din.buffer.data\[18\],30.34µm
u_uart_tx.reg_data\[2\],30.34µm
_0585_,30.29µm
_0658_,30.29µm
net181,30.29µm
net219,30.24µm
net242,30.24µm
u_dc_fifo_rx.u_din.buffer.data\[1\],29.78µm
net472,29.78µm
net41,29.73µm
u_fifo.i_fifo.buffer\[1\]\[0\],29.73µm
u_reg_if.r_uart_rx_data\[6\],29.73µm
_0126_,29.68µm
net96,29.68µm
r_status_sync\[1\],29.68µm
u_dc_fifo_rx.u_din.buffer.data\[29\],29.68µm
data_tx_i[3],29.54µm
u_fifo.i_fifo.buffer\[1\]\[7\],29.27µm
_0702_,29.22µm
net445,29.17µm
net451,29.17µm
clknet_4_4_0_periph_clk_i,29.17µm
_0212_,29.12µm
_0400_,29.12µm
net160,29.12µm
u_dc_fifo_rx.u_din.buffer.data\[3\],29.12µm
u_dc_fifo_rx.u_din.buffer.data\[24\],28.66µm
_0378_,28.61µm
cfg_rx_bytes_left_i[14],28.575µm
_0239_,28.56µm
_0614_,28.56µm
_0636_,28.56µm
_0649_,28.56µm
clknet_5_11__leaf_periph_clk_i,28.56µm
net523,28.56µm
data_tx_gnt_i,28.42µm
net354,28.1µm
net143,28.05µm
net169,28.05µm
u_dc_fifo_rx.u_din.full.full_synch.d_out\[0\],28.05µm
u_dc_fifo_tx.u_din.buffer.data\[20\],28.05µm
net449,28.05µm
_0623_,28µm
net20,28µm
net114,28µm
net283,28µm
net413,28µm
cfg_data_i[23],27.86µm
_0291_,27.59µm
u_uart_tx.baud_cnt\[13\],27.59µm
_0740_,27.54µm
clknet_4_11_0_periph_clk_i,27.54µm
_0460_,27.49µm
_0466_,27.49µm
net147,27.49µm
net161,27.49µm
s_uart_div\[4\],27.49µm
u_dc_fifo_rx.u_din.buffer.data\[20\],27.49µm
u_dc_fifo_rx.u_din.buffer.data\[7\],27.49µm
clknet_4_15_0_sys_clk_i,27.49µm
clknet_4_9_0_periph_clk_i,27.49µm
cfg_data_o[2],27.455µm
_0068_,27.44µm
u_dc_fifo_rx.u_din.buffer.data\[6\],27.44µm
net388,27.44µm
cfg_rx_size_o[11],27.3µm
u_reg_if.r_uart_rx_data\[0\],27.03µm
net205,26.98µm
_0404_,26.93µm
_0827_,26.93µm
net225,26.93µm
cfg_rx_curr_addr_i[10],26.895µm
_0359_,26.88µm
_0523_,26.88µm
_0780_,26.88µm
net275,26.88µm
u_dc_fifo_rx.u_din.buffer.data\[17\],26.47µm
u_uart_rx.reg_bit_count\[2\],26.42µm
_0391_,26.37µm
net139,26.37µm
net180,26.37µm
u_dc_fifo_rx.u_din.buffer.data\[8\],26.37µm
u_dc_fifo_tx.u_din.buffer.data\[19\],26.37µm
_0529_,26.32µm
u_fifo.r_inflight\[0\],26.32µm
clknet_4_14_0_periph_clk_i,26.32µm
net13,25.81µm
net145,25.81µm
net80,25.81µm
net192,25.81µm
net533,25.81µm
net72,25.76µm
net402,25.76µm
u_uart_tx.baud_cnt\[5\],25.35µm
_0793_,25.3µm
net197,25.3µm
s_uart_div\[11\],25.25µm
u_fifo.i_fifo.buffer\[0\]\[6\],25.25µm
u_uart_rx.reg_bit_count\[1\],25.25µm
net470,25.25µm
cfg_data_o[14],25.215µm
r_uart_en_tx_sync\[1\],25.2µm
net395,25.2µm
clknet_4_6_0_sys_clk_i,25.2µm
cfg_tx_bytes_left_i[9],25.06µm
cfg_tx_size_o[11],25.06µm
_0669_,24.74µm
net165,24.74µm
net475,24.74µm
clknet_4_8_0_sys_clk_i,24.74µm
_0016_,24.69µm
_0257_,24.69µm
_0717_,24.69µm
_0238_,24.64µm
_0652_,24.64µm
_0718_,24.64µm
net59,24.64µm
net221,24.64µm
net401,24.64µm
data_tx_i[5],24.5µm
_0720_,24.18µm
_0745_,24.18µm
u_dc_fifo_tx.u_din.buffer.data\[11\],24.18µm
u_dc_fifo_tx.u_din.buffer.data\[30\],24.18µm
_0321_,24.13µm
_0442_,24.13µm
net84,24.13µm
u_dc_fifo_rx.u_din.buffer.data\[22\],24.13µm
net378,24.13µm
cfg_rx_curr_addr_i[11],24.095µm
cfg_data_o[13],24.095µm
_0203_,24.08µm
clknet_4_10_0_sys_clk_i,24.08µm
data_rx_o[0],23.99µm
data_rx_o[7],23.94µm
_0474_,23.62µm
net12,23.62µm
net154,23.62µm
_0186_,23.57µm
_0191_,23.57µm
_0340_,23.57µm
_0352_,23.57µm
_0432_,23.57µm
_0510_,23.57µm
_0696_,23.57µm
_0840_,23.57µm
u_uart_tx.baud_cnt\[14\],23.57µm
clknet_4_3_0_sys_clk_i,23.57µm
_0235_,23.52µm
net115,23.52µm
net100,23.52µm
net399,23.52µm
net392,23.52µm
clknet_4_0_0_sys_clk_i,23.52µm
cfg_rx_curr_addr_i[0],23.38µm
u_uart_tx.reg_bit_count\[1\],23.16µm
u_dc_fifo_tx.u_din.buffer.data\[6\],23.06µm
_0657_,23.01µm
_0738_,23.01µm
net27,23.01µm
net51,23.01µm
net150,23.01µm
i_ep_err_overflow.i_sync_clkb.i_pulp_sync.r_reg\[0\],23.01µm
_0141_,22.96µm
cfg_tx_curr_addr_i[9],22.82µm
cfg_rx_size_o[14],22.82µm
_0301_,22.5µm
u_dc_fifo_rx.u_din.buffer.data\[10\],22.5µm
net482,22.5µm
clknet_4_7_0_sys_clk_i,22.5µm
_0381_,22.45µm
_0851_,22.45µm
i_ep_err_overflow.sync_a\[0\],22.45µm
u_dc_fifo_rx.u_din.buffer.data\[4\],22.45µm
net131,22.4µm
i_ep_event.i_sync_clkb.serial_o,22.4µm
net244,22.4µm
cfg_tx_bytes_left_i[8],22.26µm
_0726_,21.99µm
u_reg_if.r_err_parity,21.99µm
_0133_,21.89µm
_0219_,21.89µm
_0665_,21.89µm
_0719_,21.89µm
net10,21.89µm
net133,21.89µm
u_fifo.i_fifo.buffer\[1\]\[4\],21.89µm
net280,21.89µm
net497,21.855µm
net512,21.855µm
cfg_tx_curr_addr_i[10],21.855µm
_0180_,21.84µm
_0192_,21.84µm
_0826_,21.84µm
net15,21.84µm
u_fifo.i_fifo.buffer\[0\]\[4\],21.84µm
cfg_tx_en_o,21.75µm
_0428_,21.38µm
_0663_,21.38µm
_0415_,21.33µm
_0638_,21.33µm
_0732_,21.33µm
net25,21.33µm
net86,21.33µm
u_reg_if.r_err_overflow,21.33µm
cfg_data_o[18],21.295µm
_0060_,21.28µm
_0491_,21.28µm
net18,21.28µm
cfg_data_i[11],21.14µm
r_uart_div\[11\],20.92µm
u_dc_fifo_tx.u_din.buffer.data\[14\],20.87µm
u_dc_fifo_rx.u_din.buffer.data\[23\],20.82µm
u_dc_fifo_tx.u_din.buffer.data\[12\],20.82µm
u_dc_fifo_tx.u_din.buffer.data\[4\],20.82µm
_0323_,20.77µm
u_dc_fifo_tx.u_din.buffer.data\[2\],20.77µm
u_fifo.i_fifo.buffer\[0\]\[7\],20.77µm
u_uart_tx.reg_data\[6\],20.77µm
cfg_data_o[19],20.735µm
net56,20.72µm
data_tx_i[7],20.58µm
cfg_rx_size_o[10],20.58µm
u_dc_fifo_tx.u_din.buffer.data\[16\],20.31µm
_0457_,20.26µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[1\],20.26µm
u_fifo.i_fifo.buffer\[0\]\[3\],20.26µm
_0017_,20.21µm
_0129_,20.21µm
_0217_,20.21µm
_0791_,20.21µm
_0856_,20.21µm
u_dc_fifo_tx.u_din.buffer.data\[9\],20.21µm
_0234_,20.16µm
net22,20.16µm
net57,20.16µm
net67,20.16µm
clknet_4_2_0_sys_clk_i,20.16µm
cfg_data_o[7],20.02µm
u_uart_tx.parity_bit,19.75µm
_0533_,19.7µm
_0693_,19.7µm
_0322_,19.65µm
_0373_,19.65µm
_0395_,19.65µm
_0525_,19.65µm
_0786_,19.65µm
net11,19.65µm
net121,19.65µm
u_uart_tx.baud_cnt\[15\],19.65µm
u_uart_tx.reg_data\[3\],19.65µm
cfg_data_o[11],19.615µm
cfg_data_o[31],19.615µm
_0148_,19.6µm
_0763_,19.6µm
_0815_,19.6µm
_0853_,19.6µm
net249,19.6µm
net532,19.6µm
cfg_tx_size_o[10],19.46µm
cfg_rx_size_o[9],19.46µm
_0689_,19.19µm
net170,19.19µm
i_ep_err_overflow.i_sync_clkb.serial_o,19.14µm
r_status_sync\[3\],19.14µm
_0044_,19.09µm
_0403_,19.09µm
_0411_,19.09µm
_0459_,19.09µm
_0498_,19.09µm
_0772_,19.09µm
u_uart_rx.parity_bit,19.09µm
net400,19.09µm
net297,19.09µm
cfg_rx_bytes_left_i[10],19.055µm
cfg_tx_curr_addr_i[11],19.055µm
_0137_,19.04µm
_0138_,19.04µm
_0218_,19.04µm
_0233_,19.04µm
_0310_,18.58µm
_0639_,18.58µm
u_dc_fifo_rx.u_din.buffer.data\[27\],18.58µm
net241,18.58µm
_0018_,18.53µm
_0380_,18.53µm
u_dc_fifo_rx.u_din.buffer.data\[30\],18.53µm
clknet_4_4_0_sys_clk_i,18.53µm
clknet_4_5_0_sys_clk_i,18.53µm
_0379_,18.48µm
_0843_,18.48µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[1\],18.48µm
net382,18.48µm
cfg_rx_startaddr_o[11],18.34µm
_0237_,18.02µm
_0280_,18.02µm
_0028_,17.97µm
_0066_,17.97µm
_0213_,17.97µm
_0253_,17.97µm
_0270_,17.97µm
_0281_,17.97µm
_0300_,17.97µm
_0414_,17.97µm
_0594_,17.97µm
net52,17.97µm
net184,17.97µm
u_dc_fifo_rx.u_din.buffer.data\[26\],17.97µm
u_dc_fifo_tx.u_din.buffer.data\[24\],17.97µm
net422,17.97µm
net418,17.97µm
_0176_,17.92µm
_0420_,17.92µm
_0509_,17.92µm
net94,17.92µm
net234,17.92µm
clknet_4_12_0_sys_clk_i,17.92µm
cfg_data_i[9],17.78µm
_0319_,17.46µm
u_dc_fifo_tx.u_din.buffer.data\[3\],17.46µm
_0153_,17.41µm
_0161_,17.41µm
_0183_,17.41µm
_0208_,17.41µm
_0402_,17.41µm
_0433_,17.41µm
net29,17.41µm
net81,17.41µm
_0832_,17.36µm
_0847_,17.36µm
_0849_,17.36µm
net141,17.36µm
net505,17.22µm
net511,17.22µm
data_rx_valid_o,17.22µm
rx_char_event_o,17.22µm
cfg_tx_size_o[2],17.22µm
_0779_,16.95µm
net390,16.9µm
_0020_,16.85µm
_0254_,16.85µm
_0575_,16.85µm
_0608_,16.85µm
_0795_,16.85µm
net63,16.85µm
net98,16.85µm
u_dc_fifo_rx.u_din.buffer.data\[15\],16.85µm
u_dc_fifo_rx.u_din.full.latched_full_s,16.85µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[3\],16.85µm
net246,16.85µm
_0320_,16.8µm
_0681_,16.8µm
net53,16.8µm
net491,16.66µm
_0662_,16.39µm
net106,16.39µm
net321,16.39µm
_0468_,16.34µm
_0675_,16.34µm
_0748_,16.34µm
_0182_,16.29µm
_0242_,16.29µm
_0405_,16.29µm
net153,16.29µm
net95,16.29µm
r_uart_en_rx_sync\[0\],16.29µm
data_rx_o[1],16.255µm
_0470_,16.24µm
_0519_,16.24µm
_0607_,16.24µm
_0640_,16.24µm
_0704_,16.24µm
net127,16.24µm
net496,16.1µm
cfg_tx_size_o[14],16.1µm
_0339_,15.78µm
_0514_,15.78µm
u_dc_fifo_tx.u_din.buffer.data\[10\],15.78µm
_0147_,15.73µm
_0258_,15.73µm
_0422_,15.73µm
_0475_,15.73µm
_0713_,15.73µm
net137,15.73µm
net142,15.73µm
net49,15.73µm
i_ep_err_parity.i_sync_clkb.i_pulp_sync.r_reg\[1\],15.73µm
u_fifo.i_fifo.buffer\[0\]\[1\],15.73µm
u_uart_tx.reg_data\[4\],15.73µm
net487,15.695µm
_0134_,15.68µm
_0197_,15.68µm
_0505_,15.68µm
_0599_,15.68µm
_0709_,15.68µm
_0828_,15.68µm
clknet_4_2_0_periph_clk_i,15.68µm
data_tx_req_o,15.54µm
_0458_,15.27µm
u_dc_fifo_tx.u_din.buffer.data\[15\],15.27µm
net119,15.22µm
u_dc_fifo_rx.u_din.buffer.data\[11\],15.22µm
u_dc_fifo_rx.u_din.buffer.data\[31\],15.22µm
u_uart_tx.reg_data\[1\],15.22µm
net278,15.22µm
_0382_,15.17µm
net24,15.17µm
net40,15.17µm
net102,15.17µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[0\],15.17µm
_0098_,15.12µm
_0139_,15.12µm
_0188_,15.12µm
_0290_,15.12µm
_0643_,15.12µm
u_fifo.i_fifo.buffer\[0\]\[0\],14.71µm
_0010_,14.61µm
_0048_,14.61µm
_0263_,14.61µm
_0426_,14.61µm
net130,14.61µm
net423,14.61µm
net507,14.575µm
net509,14.575µm
net,14.575µm
_0299_,14.56µm
_0489_,14.56µm
_0590_,14.56µm
_0645_,14.56µm
_0698_,14.56µm
u_fifo.i_fifo.buffer\[0\]\[2\],14.15µm
_0053_,14.1µm
net186,14.1µm
_0005_,14.05µm
_0076_,14.05µm
_0667_,14.05µm
_0855_,14.05µm
net120,14.05µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[0\],14.05µm
net384,14.05µm
net365,14.05µm
net510,14.015µm
_0268_,14µm
_0497_,14µm
_0708_,14µm
_0783_,14µm
_0814_,14µm
net65,14µm
net352,14µm
net517,13.86µm
u_fifo.i_fifo.buffer\[0\]\[5\],13.59µm
_0366_,13.54µm
_0630_,13.54µm
_0660_,13.54µm
net251,13.54µm
_0031_,13.49µm
_0127_,13.49µm
_0175_,13.49µm
_0231_,13.49µm
_0309_,13.49µm
_0427_,13.49µm
_0477_,13.49µm
_0609_,13.49µm
_0781_,13.49µm
_0818_,13.49µm
net282,13.49µm
net521,13.49µm
net516,13.455µm
_0173_,13.44µm
_0312_,13.44µm
_0537_,13.44µm
_0553_,13.44µm
_0692_,13.44µm
i_ep_event.sync_a\[0\],13.44µm
net279,13.44µm
net415,13.44µm
net387,13.44µm
net348,13.44µm
net489,13.3µm
cfg_tx_startaddr_o[11],13.3µm
cfg_tx_startaddr_o[10],13.3µm
_0492_,12.98µm
r_uart_en_tx_sync\[0\],12.98µm
net488,12.945µm
_0002_,12.93µm
_0019_,12.93µm
_0039_,12.93µm
_0074_,12.93µm
_0351_,12.93µm
_0443_,12.93µm
_0467_,12.93µm
_0487_,12.93µm
_0563_,12.93µm
_0683_,12.93µm
_0821_,12.93µm
net16,12.93µm
net23,12.93µm
net530,12.93µm
net502,12.895µm
_0063_,12.88µm
_0143_,12.88µm
_0155_,12.88µm
_0166_,12.88µm
_0472_,12.88µm
_0632_,12.88µm
net66,12.88µm
i_ep_err_parity.sync_a\[0\],12.88µm
i_ep_event.sync_a\[1\],12.88µm
data_tx_i[0],12.74µm
rstn_i,12.74µm
cfg_rx_size_o[15],12.74µm
_0142_,12.37µm
_0151_,12.37µm
_0163_,12.37µm
_0282_,12.37µm
_0288_,12.37µm
_0546_,12.37µm
_0573_,12.37µm
_0602_,12.37µm
_0819_,12.37µm
i_ep_err_overflow.i_sync_clkb.i_pulp_sync.r_reg\[1\],12.37µm
u_dc_fifo_tx.u_din.full.latched_full_s,12.37µm
net236,12.37µm
net363,12.37µm
net441,12.37µm
net528,12.37µm
net490,12.335µm
net499,12.335µm
net513,12.335µm
net514,12.335µm
_0001_,12.32µm
_0013_,12.32µm
_0065_,12.32µm
_0077_,12.32µm
_0315_,12.32µm
_0554_,12.32µm
_0557_,12.32µm
_0596_,12.32µm
_0841_,12.32µm
u_reg_if.r_uart_rx_data\[7\],12.32µm
net362,12.32µm
net529,12.32µm
_0296_,11.91µm
_0526_,11.86µm
_0857_,11.86µm
u_reg_if.r_uart_rx_data\[2\],11.86µm
_0024_,11.81µm
_0032_,11.81µm
_0089_,11.81µm
_0206_,11.81µm
_0243_,11.81µm
_0565_,11.81µm
i_ep_err_parity.i_sync_clkb.serial_o,11.81µm
u_dc_fifo_rx.u_din.buffer.data\[14\],11.81µm
u_dc_fifo_tx.u_din.buffer.data\[29\],11.81µm
u_uart_rx.busy_o,11.81µm
net493,11.775µm
_0199_,11.76µm
_0244_,11.76µm
_0297_,11.76µm
_0303_,11.76µm
_0305_,11.76µm
_0325_,11.76µm
_0393_,11.76µm
_0806_,11.76µm
net117,11.76µm
cfg_data_o[23],11.62µm
cfg_rx_startaddr_o[9],11.62µm
cfg_rx_size_o[3],11.62µm
_0551_,11.3µm
i_ep_err_parity.sync_a\[1\],11.3µm
u_dc_fifo_tx.u_din.buffer.data\[8\],11.3µm
_0628_,11.25µm
i_ep_err_parity.i_sync_clkb.i_pulp_sync.r_reg\[0\],11.25µm
net316,11.25µm
net486,11.215µm
net494,11.215µm
net500,11.215µm
net508,11.215µm
net492,11.215µm
cfg_data_o[12],11.215µm
_0037_,11.2µm
_0131_,11.2µm
_0171_,11.2µm
_0202_,11.2µm
_0251_,11.2µm
_0272_,11.2µm
_0371_,11.2µm
_0418_,11.2µm
_0550_,11.2µm
_0558_,11.2µm
_0644_,11.2µm
net122,11.2µm
net519,11.2µm
net527,11.2µm
uart_tx_o,11.06µm
data_tx_ready_o,11.06µm
_0464_,10.74µm
net123,10.74µm
net364,10.74µm
_0036_,10.69µm
_0071_,10.69µm
_0072_,10.69µm
_0082_,10.69µm
_0195_,10.69µm
_0247_,10.69µm
_0338_,10.69µm
_0416_,10.69µm
_0584_,10.69µm
_0755_,10.69µm
u_dc_fifo_rx.u_din.full.full_synch.d_middle\[0\],10.69µm
cfg_rx_bytes_left_i[11],10.655µm
_0014_,10.64µm
_0045_,10.64µm
_0046_,10.64µm
_0080_,10.64µm
_0135_,10.64µm
_0156_,10.64µm
_0168_,10.64µm
_0190_,10.64µm
_0326_,10.64µm
_0570_,10.64µm
_0687_,10.64µm
_0817_,10.64µm
_0830_,10.64µm
net506,10.55µm
_0476_,10.18µm
_0034_,10.13µm
_0042_,10.13µm
_0124_,10.13µm
_0167_,10.13µm
_0210_,10.13µm
_0250_,10.13µm
_0469_,10.13µm
_0703_,10.13µm
cfg_data_o[10],10.095µm
_0033_,10.08µm
_0102_,10.08µm
_0125_,10.08µm
_0224_,10.08µm
_0232_,10.08µm
_0308_,10.08µm
_0480_,10.08µm
_0593_,10.08µm
_0595_,10.08µm
_0626_,10.08µm
_0659_,10.08µm
_0690_,10.08µm
_0775_,10.08µm
_0820_,10.08µm
_0842_,10.08µm
net19,10.08µm
net503,9.94µm
net250,9.67µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[1\],9.62µm
_0107_,9.57µm
_0174_,9.57µm
_0181_,9.57µm
_0588_,9.57µm
_0711_,9.57µm
_0794_,9.57µm
net235,9.57µm
net524,9.57µm
net531,9.57µm
_0067_,9.52µm
_0154_,9.52µm
_0269_,9.52µm
_0535_,9.52µm
_0627_,9.52µm
_0724_,9.52µm
_0725_,9.52µm
_0759_,9.52µm
s_uart_err_irq_en,9.52µm
u_dc_fifo_tx.u_din.buffer.data\[31\],9.52µm
net501,9.38µm
_0009_,9.01µm
_0011_,9.01µm
_0117_,9.01µm
_0160_,9.01µm
_0333_,9.01µm
_0633_,9.01µm
net69,9.01µm
u_uart_rx.r_error_parity,9.01µm
cfg_data_o[3],8.975µm
_0196_,8.96µm
_0256_,8.96µm
_0313_,8.96µm
_0503_,8.96µm
_0504_,8.96µm
_0555_,8.96µm
_0620_,8.96µm
net125,8.96µm
net134,8.96µm
r_status_sync\[0\],8.96µm
_0410_,8.5µm
_0735_,8.5µm
net276,8.5µm
_0064_,8.45µm
_0087_,8.45µm
_0264_,8.45µm
_0276_,8.45µm
_0318_,8.45µm
_0527_,8.45µm
_0770_,8.45µm
_0787_,8.45µm
_0026_,8.4µm
_0100_,8.4µm
_0101_,8.4µm
_0123_,8.4µm
_0149_,8.4µm
_0259_,8.4µm
_0277_,8.4µm
_0295_,8.4µm
_0344_,8.4µm
_0438_,8.4µm
_0618_,8.4µm
_0641_,8.4µm
_0757_,8.4µm
_0797_,8.4µm
_0816_,8.4µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[2\],8.4µm
net289,8.4µm
net394,8.4µm
net269,8.4µm
cfg_rx_startaddr_o[10],8.31µm
_0560_,7.99µm
_0346_,7.94µm
_0485_,7.94µm
u_dc_fifo_tx.u_din.buffer.data\[13\],7.94µm
_0047_,7.89µm
_0075_,7.89µm
_0093_,7.89µm
_0095_,7.89µm
_0265_,7.89µm
_0283_,7.89µm
_0328_,7.89µm
_0589_,7.89µm
_0753_,7.89µm
_0801_,7.89µm
_0809_,7.89µm
net83,7.89µm
net90,7.89µm
_0000_,7.84µm
_0015_,7.84µm
_0062_,7.84µm
_0110_,7.84µm
_0204_,7.84µm
_0431_,7.84µm
_0520_,7.84µm
_0564_,7.84µm
_0586_,7.84µm
_0651_,7.84µm
_0654_,7.84µm
_0730_,7.84µm
_0833_,7.84µm
net396,7.84µm
_0473_,7.38µm
_0792_,7.38µm
net290,7.38µm
net432,7.38µm
_0051_,7.33µm
_0103_,7.33µm
_0146_,7.33µm
_0240_,7.33µm
_0271_,7.33µm
_0587_,7.33µm
_0605_,7.33µm
_0619_,7.33µm
i_ep_err_overflow.s_input_reg_next,7.33µm
_0022_,7.28µm
_0056_,7.28µm
_0114_,7.28µm
_0145_,7.28µm
_0194_,7.28µm
_0205_,7.28µm
_0316_,7.28µm
_0348_,7.28µm
_0398_,7.28µm
_0437_,7.28µm
_0482_,7.28µm
_0508_,7.28µm
_0566_,7.28µm
_0579_,7.28µm
_0606_,7.28µm
_0678_,7.28µm
_0767_,7.28µm
_0825_,7.28µm
net405,7.28µm
_0670_,6.87µm
_0603_,6.82µm
_0754_,6.82µm
_0789_,6.82µm
_0088_,6.77µm
_0096_,6.77µm
_0185_,6.77µm
_0200_,6.77µm
_0215_,6.77µm
_0581_,6.77µm
_0646_,6.77µm
_0655_,6.77µm
_0038_,6.72µm
_0055_,6.72µm
_0058_,6.72µm
_0118_,6.72µm
_0136_,6.72µm
_0150_,6.72µm
_0229_,6.72µm
_0275_,6.72µm
_0302_,6.72µm
_0345_,6.72µm
_0349_,6.72µm
_0367_,6.72µm
_0368_,6.72µm
_0439_,6.72µm
_0729_,6.72µm
_0752_,6.72µm
_0768_,6.72µm
_0782_,6.72µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[0\],6.72µm
u_dc_fifo_tx.u_din.full.full_synch.d_middle\[0\],6.72µm
net393,6.72µm
net525,6.72µm
_0054_,6.26µm
_0419_,6.26µm
_0556_,6.26µm
_0598_,6.26µm
_0027_,6.21µm
_0073_,6.21µm
_0079_,6.21µm
_0106_,6.21µm
_0152_,6.21µm
_0201_,6.21µm
_0225_,6.21µm
_0591_,6.21µm
_0600_,6.21µm
_0837_,6.21µm
net522,6.21µm
_0050_,6.16µm
_0248_,6.16µm
_0285_,6.16µm
_0337_,6.16µm
_0500_,6.16µm
_0511_,6.16µm
_0613_,6.16µm
_0705_,6.16µm
_0750_,6.16µm
_0425_,5.7µm
_0538_,5.7µm
_0664_,5.7µm
_0734_,5.7µm
_0070_,5.66µm
_0021_,5.65µm
_0094_,5.65µm
_0099_,5.65µm
_0284_,5.65µm
_0331_,5.65µm
_0612_,5.65µm
_0647_,5.65µm
net48,5.65µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[3\],5.65µm
_0105_,5.6µm
_0227_,5.6µm
_0531_,5.6µm
_0559_,5.6µm
_0621_,5.6µm
_0695_,5.6µm
_0741_,5.6µm
_0850_,5.6µm
net45,5.6µm
i_ep_err_parity.s_input_reg_next,5.6µm
_0341_,5.14µm
_0465_,5.14µm
_0799_,5.14µm
net277,5.14µm
_0091_,5.09µm
_0401_,5.09µm
_0571_,5.09µm
_0835_,5.09µm
_0004_,5.04µm
_0041_,5.04µm
_0108_,5.04µm
_0112_,5.04µm
_0120_,5.04µm
_0121_,5.04µm
_0159_,5.04µm
_0162_,5.04µm
_0170_,5.04µm
_0211_,5.04µm
_0216_,5.04µm
_0223_,5.04µm
_0252_,5.04µm
_0267_,5.04µm
_0273_,5.04µm
_0279_,5.04µm
_0304_,5.04µm
_0324_,5.04µm
_0417_,5.04µm
_0506_,5.04µm
_0534_,5.04µm
_0542_,5.04µm
_0547_,5.04µm
_0549_,5.04µm
_0577_,5.04µm
_0774_,5.04µm
_0810_,5.04µm
_0811_,5.04µm
_0824_,5.04µm
_0829_,5.04µm
net369,5.04µm
net526,5.04µm
_0481_,4.58µm
_0543_,4.58µm
_0656_,4.58µm
_0025_,4.53µm
_0226_,4.53µm
_0522_,4.53µm
_0562_,4.53µm
_0007_,4.48µm
_0008_,4.48µm
_0030_,4.48µm
_0040_,4.48µm
_0069_,4.48µm
_0081_,4.48µm
_0090_,4.48µm
_0111_,4.48µm
_0115_,4.48µm
_0132_,4.48µm
_0144_,4.48µm
_0157_,4.48µm
_0177_,4.48µm
_0214_,4.48µm
_0241_,4.48µm
_0246_,4.48µm
_0255_,4.48µm
_0354_,4.48µm
_0516_,4.48µm
_0604_,4.48µm
_0610_,4.48µm
_0637_,4.48µm
_0736_,4.48µm
_0808_,4.48µm
_0813_,4.48µm
_0839_,4.48µm
net30,4.48µm
net126,4.48µm
net132,4.48µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[3\],4.48µm
net411,4.48µm
net318,4.48µm
net268,4.48µm
net317,4.48µm
net266,4.48µm
net520,4.48µm
_0029_,4.02µm
_0507_,4.02µm
_0773_,4.02µm
_0728_,3.97µm
_0756_,3.97µm
_0052_,3.92µm
_0059_,3.92µm
_0083_,3.92µm
_0104_,3.92µm
_0109_,3.92µm
_0113_,3.92µm
_0128_,3.92µm
_0169_,3.92µm
_0189_,3.92µm
_0209_,3.92µm
_0236_,3.92µm
_0245_,3.92µm
_0261_,3.92µm
_0286_,3.92µm
_0289_,3.92µm
_0317_,3.92µm
_0383_,3.92µm
_0568_,3.92µm
_0582_,3.92µm
_0625_,3.92µm
_0761_,3.92µm
_0836_,3.92µm
u_uart_rx.reg_rx_sync\[0\],3.92µm
u_uart_tx.reg_bit_count\[2\],3.92µm
_0336_,3.46µm
_0766_,3.46µm
_0035_,3.36µm
_0043_,3.36µm
_0084_,3.36µm
_0097_,3.36µm
_0116_,3.36µm
_0119_,3.36µm
_0122_,3.36µm
_0130_,3.36µm
_0140_,3.36µm
_0164_,3.36µm
_0178_,3.36µm
_0187_,3.36µm
_0193_,3.36µm
_0230_,3.36µm
_0249_,3.36µm
_0260_,3.36µm
_0274_,3.36µm
_0440_,3.36µm
_0455_,3.36µm
_0483_,3.36µm
_0490_,3.36µm
_0499_,3.36µm
_0536_,3.36µm
_0539_,3.36µm
_0545_,3.36µm
_0548_,3.36µm
_0597_,3.36µm
_0631_,3.36µm
_0666_,3.36µm
_0672_,3.36µm
_0686_,3.36µm
_0733_,3.36µm
_0760_,3.36µm
_0798_,3.36µm
_0831_,3.36µm
_0846_,3.36µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[2\],3.36µm
u_dc_fifo_tx.u_din.buffer.data\[7\],3.36µm
_0471_,2.9µm
_0486_,2.9µm
_0572_,2.9µm
_0749_,2.9µm
_0012_,2.8µm
_0023_,2.8µm
_0049_,2.8µm
_0057_,2.8µm
_0061_,2.8µm
_0078_,2.8µm
_0085_,2.8µm
_0086_,2.8µm
_0092_,2.8µm
_0158_,2.8µm
_0165_,2.8µm
_0172_,2.8µm
_0198_,2.8µm
_0207_,2.8µm
_0221_,2.8µm
_0222_,2.8µm
