net,length_um
cfg_data_i[1],28.42µm
cfg_rx_pending_i,28.42µm
_0883_,28.15µm
_0778_,28.1µm
u_uart_tx.reg_data\[5\],28.1µm
net57,28.05µm
net459,28.05µm
_0482_,28µm
net71,28µm
cfg_rx_curr_addr_i[11],27.68µm
net204,27.54µm
_0523_,27.49µm
_0792_,27.44µm
cfg_data_i[13],27.3µm
net456,27.13µm
cfg_data_i[26],27.12µm
u_fifo.i_fifo.pointer_in\[0\],26.98µm
_0341_,26.93µm
net297,26.93µm
_0443_,26.88µm
net192,26.88µm
s_uart_div\[11\],26.88µm
u_dc_fifo_rx.u_din.buffer.data\[10\],26.88µm
cfg_data_i[4],26.74µm
cfg_data_i[25],26.56µm
cfg_rx_bytes_left_i[11],26.56µm
cfg_rx_bytes_left_i[7],26.56µm
cfg_tx_bytes_left_i[11],26.56µm
cfg_tx_bytes_left_i[8],26.56µm
cfg_tx_curr_addr_i[11],26.56µm
cfg_tx_curr_addr_i[2],26.56µm
cfg_data_o[15],26.56µm
cfg_data_o[27],26.56µm
net166,26.42µm
u_fifo.i_fifo.buffer\[0\]\[6\],26.37µm
net383,26.37µm
clknet_4_15_0_sys_clk_i,26.37µm
_0564_,26.32µm
net47,26.32µm
net70,26.32µm
cfg_data_i[6],26.23µm
cfg_data_i[16],26µm
cfg_tx_bytes_left_i[13],26µm
u_dc_fifo_tx.u_din.buffer.data\[15\],25.86µm
u_dc_fifo_tx.u_din.buffer.data\[4\],25.86µm
_0734_,25.81µm
net291,25.81µm
net451,25.81µm
_0515_,25.76µm
cfg_tx_curr_addr_i[7],25.49µm
_0354_,25.45µm
cfg_data_i[23],25.44µm
cfg_rx_bytes_left_i[12],25.44µm
cfg_rx_bytes_left_i[9],25.44µm
cfg_rx_curr_addr_i[7],25.44µm
cfg_data_o[8],25.44µm
_0571_,25.3µm
i_ep_event.i_sync_clkb.i_pulp_sync.r_reg\[1\],25.3µm
s_uart_div\[3\],25.3µm
clknet_4_15_0_periph_clk_i,25.3µm
_0682_,25.25µm
_0828_,25.25µm
_0869_,25.25µm
u_dc_fifo_tx.u_dout.empty_synch.d_out\[0\],25.25µm
u_uart_tx.baud_cnt\[15\],25.25µm
net300,25.25µm
net415,25.25µm
_0339_,25.2µm
_0451_,25.2µm
net65,25.2µm
net286,25.2µm
net281,25.2µm
cfg_data_i[8],25.06µm
cfg_tx_curr_addr_i[10],24.88µm
u_dc_fifo_tx.u_din.buffer.data\[1\],24.74µm
_0487_,24.69µm
_0541_,24.69µm
net205,24.69µm
_0300_,24.64µm
_0865_,24.64µm
net165,24.64µm
net368,24.64µm
net500,24.5µm
cfg_tx_size_o[12],24.5µm
cfg_data_i[19],24.32µm
cfg_rx_curr_addr_i[5],24.32µm
_0715_,24.13µm
net446,24.13µm
clknet_4_0_0_periph_clk_i,24.13µm
_0486_,24.08µm
net123,24.08µm
net480,23.94µm
net486,23.76µm
net509,23.76µm
u_dc_fifo_rx.u_din.buffer.data\[30\],23.62µm
net345,23.62µm
_0011_,23.57µm
_0299_,23.57µm
_0335_,23.57µm
_0805_,23.57µm
net25,23.57µm
clknet_4_11_0_sys_clk_i,23.57µm
u_dc_fifo_tx.u_din.buffer.data\[11\],23.52µm
net272,23.52µm
net498,23.43µm
cfg_rx_curr_addr_i[0],23.38µm
net483,23.2µm
net492,23.2µm
_0508_,23.11µm
_0601_,23.11µm
net11,23.06µm
u_fifo.i_fifo.buffer\[0\]\[1\],23.06µm
_0385_,23.01µm
_0732_,23.01µm
_0812_,23.01µm
net10,23.01µm
net62,23.01µm
net196,23.01µm
i_ep_err_parity.sync_a\[0\],23.01µm
u_fifo.i_fifo.buffer\[1\]\[7\],23.01µm
net330,23.01µm
clknet_4_2_0_periph_clk_i,23.01µm
net60,22.96µm
u_dc_fifo_rx.u_din.buffer.data\[24\],22.96µm
net232,22.96µm
net477,22.96µm
cfg_addr_i[2],22.82µm
cfg_data_o[3],22.64µm
_0583_,22.55µm
net182,22.55µm
_0540_,22.5µm
_0736_,22.5µm
_0757_,22.5µm
_0477_,22.45µm
_0480_,22.45µm
u_dc_fifo_rx.u_din.buffer.data\[22\],22.45µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[1\],22.45µm
net393,22.45µm
net381,22.45µm
_0220_,22.4µm
net85,22.4µm
u_fifo.i_fifo.buffer\[0\]\[2\],22.4µm
net226,22.4µm
rx_char_event_o,22.26µm
net489,22.08µm
net490,22.08µm
net508,22.08µm
cfg_rx_bytes_left_i[15],22.08µm
cfg_tx_bytes_left_i[15],22.08µm
cfg_tx_bytes_left_i[9],22.08µm
_0723_,21.94µm
u_dc_fifo_rx.u_din.buffer.data\[17\],21.94µm
u_uart_rx.reg_bit_count\[2\],21.94µm
_0388_,21.89µm
net132,21.89µm
i_ep_err_overflow.i_sync_clkb.i_pulp_sync.r_reg\[0\],21.89µm
i_ep_err_overflow.i_sync_clkb.serial_o,21.89µm
u_dc_fifo_rx.u_din.buffer.data\[19\],21.89µm
u_fifo.i_fifo.buffer\[1\]\[5\],21.89µm
net401,21.89µm
_0032_,21.84µm
_0558_,21.84µm
net21,21.84µm
net79,21.84µm
net373,21.84µm
cfg_addr_i[1],21.7µm
net505,21.52µm
_0891_,21.48µm
_0696_,21.38µm
_0711_,21.38µm
u_dc_fifo_rx.u_din.buffer.data\[0\],21.38µm
u_dc_fifo_tx.u_din.buffer.data\[27\],21.38µm
u_fifo.i_fifo.buffer\[1\]\[4\],21.38µm
_0258_,21.33µm
_0452_,21.33µm
u_dc_fifo_tx.u_din.buffer.data\[25\],21.33µm
_0068_,21.28µm
_0095_,21.28µm
_0476_,21.28µm
net265,21.28µm
net310,21.28µm
cfg_rx_bytes_left_i[14],20.96µm
_0334_,20.92µm
_0765_,20.82µm
net101,20.82µm
i_ep_err_parity.i_sync_clkb.serial_o,20.82µm
net529,20.82µm
_0560_,20.77µm
_0893_,20.77µm
net18,20.77µm
net97,20.77µm
u_fifo.i_fifo.buffer\[1\]\[6\],20.77µm
net303,20.77µm
_0201_,20.72µm
_0302_,20.72µm
_0597_,20.72µm
net115,20.72µm
net394,20.72µm
net375,20.72µm
cfg_data_i[2],20.58µm
u_dc_fifo_rx.u_din.buffer.data\[27\],20.26µm
u_dc_fifo_tx.u_din.buffer.data\[30\],20.26µm
_0010_,20.21µm
_0111_,20.21µm
_0290_,20.21µm
_0304_,20.21µm
_0481_,20.21µm
_0767_,20.21µm
net149,20.21µm
u_dc_fifo_rx.u_din.buffer.data\[21\],20.21µm
_0168_,20.16µm
_0356_,20.16µm
_0459_,20.16µm
_0615_,20.16µm
_0804_,20.16µm
_0899_,20.16µm
i_ep_err_overflow.i_sync_clkb.i_pulp_sync.r_reg\[1\],20.16µm
u_fifo.i_fifo.buffer\[0\]\[3\],20.16µm
clknet_4_14_0_periph_clk_i,20.16µm
cfg_rx_size_o[7],20.02µm
cfg_rx_size_o[10],20.02µm
net510,19.84µm
cfg_tx_bytes_left_i[12],19.84µm
_0730_,19.7µm
_0005_,19.65µm
u_dc_fifo_rx.u_din.buffer.data\[28\],19.65µm
u_dc_fifo_rx.u_din.buffer.data\[6\],19.65µm
net441,19.65µm
_0008_,19.6µm
_0039_,19.6µm
_0070_,19.6µm
_0719_,19.6µm
i_ep_event.i_sync_clkb.i_pulp_sync.r_reg\[0\],19.6µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[0\],19.6µm
u_uart_rx.reg_bit_count\[0\],19.6µm
net225,19.6µm
net378,19.6µm
uart_tx_o,19.46µm
cfg_rx_size_o[12],19.46µm
cfg_data_o[12],19.28µm
cfg_data_o[18],19.28µm
_0664_,19.14µm
_0163_,19.09µm
_0242_,19.09µm
_0714_,19.09µm
_0748_,19.09µm
net30,19.09µm
u_dc_fifo_rx.u_din.buffer.data\[1\],19.09µm
net242,19.09µm
net396,19.09µm
_0464_,19.04µm
_0779_,19.04µm
cfg_data_i[14],18.9µm
cfg_rwn_i,18.9µm
cfg_valid_i,18.9µm
data_tx_i[5],18.9µm
cfg_data_o[20],18.72µm
_0370_,18.58µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[1\],18.58µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[0\],18.58µm
_0037_,18.53µm
_0561_,18.53µm
_0735_,18.53µm
_0799_,18.53µm
net134,18.53µm
net44,18.53µm
r_uart_en_tx_sync\[1\],18.53µm
net358,18.53µm
clknet_4_4_0_sys_clk_i,18.53µm
_0218_,18.48µm
_0396_,18.48µm
_0474_,18.48µm
clknet_4_1_0_periph_clk_i,18.48µm
data_rx_ready_i,18.34µm
_0825_,18.02µm
u_dc_fifo_rx.u_din.buffer.data\[25\],18.02µm
u_uart_tx.parity_bit,18.02µm
_0013_,17.97µm
_0551_,17.97µm
_0593_,17.97µm
_0864_,17.97µm
net41,17.97µm
u_dc_fifo_rx.u_din.full.full_synch.d_in\[0\],17.97µm
u_fifo.i_fifo.buffer\[1\]\[3\],17.97µm
u_reg_if.r_err_parity,17.97µm
_0076_,17.92µm
_0213_,17.92µm
_0249_,17.92µm
net16,17.92µm
net83,17.92µm
net243,17.92µm
net380,17.92µm
net364,17.92µm
cfg_tx_curr_addr_i[0],17.78µm
data_tx_i[1],17.78µm
data_tx_ready_o,17.78µm
cfg_data_o[17],17.78µm
cfg_tx_bytes_left_i[14],17.6µm
_0497_,17.46µm
u_dc_fifo_tx.u_din.buffer.data\[8\],17.46µm
_0038_,17.41µm
_0046_,17.41µm
_0136_,17.41µm
_0257_,17.41µm
u_dc_fifo_rx.u_din.buffer.data\[7\],17.41µm
_0055_,17.36µm
_0416_,17.36µm
_0439_,17.36µm
u_dc_fifo_rx.u_din.buffer.data\[11\],17.36µm
net231,17.36µm
net507,17.22µm
cfg_tx_en_o,17.22µm
net467,17µm
u_dc_fifo_rx.u_din.buffer.data\[8\],16.9µm
u_fifo.i_fifo.buffer\[0\]\[4\],16.9µm
u_fifo.i_fifo.buffer\[0\]\[7\],16.9µm
net249,16.9µm
_0270_,16.85µm
_0314_,16.85µm
_0745_,16.85µm
_0816_,16.85µm
_0897_,16.85µm
_0559_,16.8µm
_0602_,16.8µm
net359,16.8µm
cfg_addr_i[4],16.66µm
cfg_data_i[11],16.66µm
cfg_data_i[3],16.66µm
cfg_data_i[9],16.66µm
_0751_,16.34µm
u_fifo.i_fifo.buffer\[0\]\[5\],16.34µm
_0019_,16.29µm
_0056_,16.29µm
_0630_,16.29µm
_0638_,16.29µm
_0815_,16.29µm
net98,16.29µm
_0012_,16.24µm
net68,16.24µm
net524,16.24µm
cfg_rx_bytes_left_i[3],15.92µm
_0145_,15.78µm
_0045_,15.73µm
_0239_,15.73µm
_0620_,15.73µm
_0840_,15.73µm
net49,15.73µm
net161,15.73µm
net84,15.73µm
net202,15.73µm
_0121_,15.68µm
_0277_,15.68µm
_0318_,15.68µm
_0435_,15.68µm
u_fifo.i_fifo.buffer\[0\]\[0\],15.68µm
net308,15.68µm
clknet_4_3_0_sys_clk_i,15.68µm
data_tx_req_o,15.54µm
_0381_,15.22µm
_0829_,15.22µm
u_fifo.i_fifo.buffer\[1\]\[1\],15.22µm
u_uart_tx.reg_data\[7\],15.22µm
_0051_,15.17µm
_0138_,15.17µm
_0155_,15.17µm
_0171_,15.17µm
_0313_,15.17µm
_0405_,15.17µm
net77,15.17µm
i_ep_err_parity.sync_a\[1\],15.17µm
u_dc_fifo_rx.u_din.buffer.data\[4\],15.17µm
net247,15.17µm
net379,15.17µm
_0305_,15.12µm
_0550_,15.12µm
net82,15.12µm
net89,15.12µm
net92,15.12µm
u_dc_fifo_rx.u_din.buffer.data\[2\],15.12µm
cfg_tx_size_o[10],14.98µm
net501,14.8µm
_0747_,14.66µm
_0835_,14.66µm
net185,14.66µm
u_dc_fifo_rx.u_din.buffer.data\[13\],14.66µm
u_dc_fifo_rx.u_din.buffer.data\[16\],14.66µm
u_dc_fifo_tx.u_din.buffer.data\[14\],14.66µm
net351,14.66µm
_0050_,14.61µm
_0057_,14.61µm
_0254_,14.61µm
_0367_,14.61µm
_0458_,14.61µm
net125,14.61µm
u_dc_fifo_rx.u_din.buffer.data\[12\],14.61µm
u_dc_fifo_rx.u_din.buffer.data\[29\],14.61µm
net357,14.61µm
_0086_,14.56µm
_0224_,14.56µm
_0272_,14.56µm
_0307_,14.56µm
_0852_,14.56µm
net69,14.56µm
data_tx_i[3],14.42µm
_0323_,14.15µm
_0309_,14.1µm
_0780_,14.1µm
_0887_,14.1µm
u_dc_fifo_tx.u_din.buffer.data\[9\],14.1µm
_0064_,14.05µm
_0156_,14.05µm
_0234_,14.05µm
_0252_,14.05µm
_0472_,14.05µm
_0538_,14.05µm
_0634_,14.05µm
_0689_,14.05µm
_0846_,14.05µm
i_ep_event.i_sync_clkb.serial_o,14.05µm
u_dc_fifo_rx.u_din.buffer.data\[9\],14.05µm
u_uart_rx.parity_bit,14.05µm
net521,14.05µm
net523,14.05µm
_0206_,14µm
_0369_,14µm
net45,14µm
i_ep_event.s_input_reg_next,14µm
net266,14µm
net511,14µm
clknet_4_2_0_sys_clk_i,14µm
_0440_,13.54µm
_0552_,13.54µm
_0874_,13.54µm
u_reg_if.r_uart_rx_data\[1\],13.54µm
net457,13.54µm
_0029_,13.49µm
_0059_,13.49µm
_0259_,13.49µm
_0407_,13.49µm
_0619_,13.49µm
_0644_,13.49µm
_0657_,13.49µm
_0685_,13.49µm
_0839_,13.49µm
net102,13.49µm
r_status_sync\[0\],13.49µm
u_dc_fifo_rx.u_din.buffer.data\[15\],13.49µm
u_dc_fifo_tx.u_din.buffer.data\[26\],13.49µm
u_dc_fifo_tx.u_din.buffer.data\[29\],13.49µm
u_uart_tx.reg_data\[4\],13.49µm
net302,13.49µm
net312,13.49µm
_0123_,13.44µm
_0173_,13.44µm
_0212_,13.44µm
_0499_,13.44µm
_0821_,13.44µm
_0844_,13.44µm
_0880_,13.44µm
net58,13.44µm
net87,13.44µm
data_rx_o[0],13.12µm
_0364_,12.98µm
_0120_,12.93µm
_0199_,12.93µm
_0329_,12.93µm
_0557_,12.93µm
_0660_,12.93µm
_0770_,12.93µm
_0900_,12.93µm
u_dc_fifo_tx.u_din.buffer.data\[13\],12.93µm
_0000_,12.88µm
_0067_,12.88µm
_0433_,12.88µm
_0532_,12.88µm
_0595_,12.88µm
net29,12.88µm
u_reg_if.r_uart_rx_data\[3\],12.88µm
cfg_data_i[18],12.74µm
cfg_data_i[7],12.74µm
data_tx_i[0],12.74µm
data_tx_valid_i,12.74µm
net482,12.56µm
cfg_rx_curr_addr_i[3],12.56µm
net,12.56µm
_0790_,12.42µm
_0033_,12.37µm
_0035_,12.37µm
_0159_,12.37µm
_0178_,12.37µm
_0255_,12.37µm
_0662_,12.37µm
_0666_,12.37µm
_0739_,12.37µm
net109,12.37µm
u_dc_fifo_tx.u_din.buffer.data\[28\],12.37µm
net245,12.37µm
net223,12.37µm
net518,12.37µm
net519,12.37µm
_0026_,12.32µm
_0090_,12.32µm
_0150_,12.32µm
_0269_,12.32µm
_0394_,12.32µm
net9,12.32µm
net129,12.32µm
net40,12.32µm
net90,12.32µm
u_dc_fifo_tx.u_dout.empty_synch.d_out\[3\],12.32µm
net285,12.32µm
net258,12.32µm
net481,12.18µm
data_tx_i[4],12.18µm
net496,12µm
rstn_i,12µm
_0493_,11.86µm
u_dc_fifo_tx.u_din.buffer.data\[12\],11.86µm
net329,11.86µm
_0053_,11.81µm
_0154_,11.81µm
_0187_,11.81µm
_0292_,11.81µm
_0585_,11.81µm
_0658_,11.81µm
_0672_,11.81µm
net88,11.81µm
i_ep_err_overflow.sync_a\[1\],11.81µm
u_dc_fifo_tx.u_din.buffer.data\[31\],11.81µm
u_fifo.i_fifo.buffer\[1\]\[2\],11.81µm
net290,11.81µm
_0066_,11.76µm
_0104_,11.76µm
_0147_,11.76µm
_0190_,11.76µm
_0363_,11.76µm
_0406_,11.76µm
_0427_,11.76µm
_0429_,11.76µm
_0594_,11.76µm
_0610_,11.76µm
_0764_,11.76µm
_0783_,11.76µm
_0851_,11.76µm
net193,11.76µm
r_uart_en_tx_sync\[0\],11.76µm
net392,11.76µm
net250,11.76µm
net525,11.76µm
net526,11.76µm
cfg_data_i[12],11.62µm
data_tx_i[7],11.62µm
_0542_,11.58µm
net479,11.44µm
net497,11.44µm
cfg_tx_bytes_left_i[3],11.44µm
_0622_,11.3µm
_0708_,11.3µm
_0766_,11.3µm
_0896_,11.3µm
i_ep_err_parity.i_sync_clkb.i_pulp_sync.r_reg\[1\],11.3µm
_0071_,11.25µm
_0148_,11.25µm
_0256_,11.25µm
_0286_,11.25µm
_0529_,11.25µm
_0651_,11.25µm
net117,11.25µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[3\],11.25µm
u_dc_fifo_tx.u_dout.empty_synch.d_out\[1\],11.25µm
_0063_,11.2µm
_0106_,11.2µm
_0265_,11.2µm
_0287_,11.2µm
_0320_,11.2µm
_0386_,11.2µm
_0703_,11.2µm
net59,11.2µm
net66,11.2µm
u_dc_fifo_tx.u_din.buffer.data\[24\],11.2µm
net296,11.2µm
net399,11.2µm
net360,11.2µm
net506,11.06µm
cfg_data_i[10],11.06µm
data_tx_gnt_i,11.06µm
data_tx_i[2],11.06µm
net487,10.93µm
net491,10.93µm
_0359_,10.74µm
_0028_,10.69µm
_0044_,10.69µm
_0058_,10.69µm
_0184_,10.69µm
_0198_,10.69µm
_0207_,10.69µm
_0227_,10.69µm
_0235_,10.69µm
_0278_,10.69µm
_0404_,10.69µm
_0643_,10.69µm
_0797_,10.69µm
_0895_,10.69µm
net474,10.69µm
_0087_,10.64µm
_0134_,10.64µm
_0211_,10.64µm
_0273_,10.64µm
_0285_,10.64µm
_0438_,10.64µm
_0596_,10.64µm
_0598_,10.64µm
_0618_,10.64µm
_0686_,10.64µm
_0700_,10.64µm
_0863_,10.64µm
net104,10.64µm
net236,10.64µm
net493,10.32µm
cfg_rx_curr_addr_i[8],10.32µm
_0301_,10.18µm
_0325_,10.18µm
_0531_,10.18µm
clknet_4_12_0_periph_clk_i,10.18µm
_0007_,10.13µm
_0030_,10.13µm
_0072_,10.13µm
_0103_,10.13µm
_0105_,10.13µm
_0237_,10.13µm
_0271_,10.13µm
_0319_,10.13µm
_0665_,10.13µm
_0808_,10.13µm
net119,10.13µm
u_reg_if.r_uart_rx_data\[5\],10.13µm
_0186_,10.08µm
_0352_,10.08µm
_0581_,10.08µm
_0588_,10.08µm
_0605_,10.08µm
_0631_,10.08µm
_0713_,10.08µm
net86,10.08µm
u_dc_fifo_tx.u_din.full.full_synch.d_middle\[0\],10.08µm
net246,10.08µm
net485,9.94µm
net488,9.76µm
net504,9.76µm
u_dc_fifo_rx.u_din.full.latched_full_s,9.67µm
_0886_,9.62µm
u_dc_fifo_tx.u_din.buffer.data\[10\],9.62µm
u_uart_tx.reg_data\[1\],9.62µm
_0003_,9.57µm
_0073_,9.57µm
_0077_,9.57µm
_0102_,9.57µm
_0162_,9.57µm
_0226_,9.57µm
_0379_,9.57µm
_0397_,9.57µm
_0467_,9.57µm
_0800_,9.57µm
_0894_,9.57µm
net130,9.57µm
i_ep_err_overflow.s_input_reg_next,9.57µm
net384,9.57µm
_0247_,9.52µm
_0782_,9.52µm
_0885_,9.52µm
net131,9.52µm
net348,9.52µm
data_tx_i[6],9.38µm
net494,9.2µm
_0014_,9.06µm
_0377_,9.06µm
_0539_,9.06µm
_0584_,9.06µm
_0669_,9.06µm
_0023_,9.01µm
_0088_,9.01µm
_0125_,9.01µm
_0194_,9.01µm
_0288_,9.01µm
_0350_,9.01µm
_0461_,9.01µm
_0650_,9.01µm
r_uart_en_rx_sync\[0\],9.01µm
net240,9.01µm
net288,9.01µm
_0027_,8.96µm
_0094_,8.96µm
_0160_,8.96µm
_0240_,8.96µm
_0399_,8.96µm
_0520_,8.96µm
_0625_,8.96µm
_0759_,8.96µm
_0796_,8.96µm
_0837_,8.96µm
_0849_,8.96µm
net135,8.96µm
net287,8.96µm
net515,8.96µm
cfg_data_i[17],8.87µm
net502,8.82µm
_0422_,8.55µm
_0710_,8.55µm
net262,8.55µm
_0892_,8.5µm
_0052_,8.45µm
_0084_,8.45µm
_0152_,8.45µm
_0170_,8.45µm
_0215_,8.45µm
_0231_,8.45µm
_0266_,8.45µm
_0636_,8.45µm
_0838_,8.45µm
u_uart_rx.reg_rx_sync\[0\],8.45µm
net289,8.45µm
_0079_,8.4µm
_0110_,8.4µm
_0118_,8.4µm
_0157_,8.4µm
_0223_,8.4µm
_0248_,8.4µm
_0276_,8.4µm
_0348_,8.4µm
_0371_,8.4µm
_0384_,8.4µm
_0426_,8.4µm
_0543_,8.4µm
_0553_,8.4µm
_0802_,8.4µm
_0807_,8.4µm
net23,8.4µm
net48,8.4µm
net409,8.4µm
net382,8.4µm
net516,8.4µm
net517,8.4µm
_0015_,7.94µm
_0022_,7.89µm
_0041_,7.89µm
_0096_,7.89µm
_0151_,7.89µm
_0280_,7.89µm
_0447_,7.89µm
_0524_,7.89µm
_0617_,7.89µm
_0645_,7.89µm
_0671_,7.89µm
_0882_,7.89µm
net61,7.89µm
net75,7.89µm
net81,7.89µm
net374,7.89µm
_0002_,7.84µm
_0034_,7.84µm
_0101_,7.84µm
_0114_,7.84µm
_0119_,7.84µm
_0127_,7.84µm
_0158_,7.84µm
_0225_,7.84µm
_0241_,7.84µm
_0268_,7.84µm
_0372_,7.84µm
_0383_,7.84µm
_0387_,7.84µm
_0466_,7.84µm
_0470_,7.84µm
_0514_,7.84µm
_0545_,7.84µm
_0569_,7.84µm
_0654_,7.84µm
_0679_,7.84µm
_0694_,7.84µm
_0777_,7.84µm
_0847_,7.84µm
net24,7.84µm
net53,7.84µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[2\],7.84µm
net293,7.84µm
net284,7.84µm
_0676_,7.38µm
_0054_,7.33µm
_0169_,7.33µm
_0191_,7.33µm
_0274_,7.33µm
_0289_,7.33µm
_0317_,7.33µm
_0534_,7.33µm
_0591_,7.33µm
_0866_,7.33µm
net74,7.33µm
net78,7.33µm
net94,7.33µm
i_ep_event.sync_a\[0\],7.33µm
r_status_sync\[1\],7.33µm
net244,7.33µm
_0080_,7.28µm
_0153_,7.28µm
_0308_,7.28µm
_0311_,7.28µm
_0315_,7.28µm
_0409_,7.28µm
_0462_,7.28µm
_0592_,7.28µm
_0769_,7.28µm
_0794_,7.28µm
_0811_,7.28µm
_0834_,7.28µm
_0845_,7.28µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[1\],7.28µm
u_uart_rx.reg_rx_sync\[1\],7.28µm
net233,7.28µm
net514,7.28µm
_0484_,6.82µm
_0688_,6.82µm
_0860_,6.82µm
_0009_,6.77µm
_0174_,6.77µm
_0177_,6.77µm
_0260_,6.77µm
_0264_,6.77µm
_0361_,6.77µm
_0444_,6.77µm
_0511_,6.77µm
_0716_,6.77µm
_0877_,6.77µm
i_ep_err_parity.s_input_reg_next,6.77µm
_0043_,6.72µm
_0108_,6.72µm
_0176_,6.72µm
_0180_,6.72µm
_0197_,6.72µm
_0200_,6.72µm
_0210_,6.72µm
_0253_,6.72µm
_0279_,6.72µm
_0284_,6.72µm
_0327_,6.72µm
_0659_,6.72µm
_0702_,6.72µm
_0789_,6.72µm
_0843_,6.72µm
i_ep_err_overflow.sync_a\[0\],6.72µm
net404,6.72µm
net280,6.72µm
net522,6.72µm
_0554_,6.31µm
_0321_,6.26µm
_0536_,6.26µm
_0537_,6.26µm
_0637_,6.26µm
_0693_,6.26µm
_0695_,6.26µm
_0741_,6.26µm
_0795_,6.26µm
_0827_,6.26µm
_0093_,6.21µm
_0189_,6.21µm
_0393_,6.21µm
_0562_,6.21µm
_0776_,6.21µm
_0814_,6.21µm
net306,6.21µm
_0069_,6.16µm
_0075_,6.16µm
_0091_,6.16µm
_0097_,6.16µm
_0126_,6.16µm
_0203_,6.16µm
_0221_,6.16µm
_0516_,6.16µm
_0544_,6.16µm
_0612_,6.16µm
_0626_,6.16µm
_0667_,6.16µm
_0681_,6.16µm
net138,6.16µm
net239,6.16µm
net413,6.16µm
_0518_,5.7µm
_0798_,5.7µm
_0836_,5.7µm
_0166_,5.66µm
_0016_,5.65µm
_0048_,5.65µm
_0062_,5.65µm
_0112_,5.65µm
_0140_,5.65µm
_0165_,5.65µm
_0167_,5.65µm
_0204_,5.65µm
_0236_,5.65µm
_0250_,5.65µm
_0251_,5.65µm
_0295_,5.65µm
_0373_,5.65µm
_0495_,5.65µm
_0785_,5.65µm
_0841_,5.65µm
net406,5.65µm
net541,5.65µm
_0078_,5.6µm
_0098_,5.6µm
_0109_,5.6µm
_0130_,5.6µm
_0131_,5.6µm
_0208_,5.6µm
_0216_,5.6µm
_0275_,5.6µm
_0294_,5.6µm
_0337_,5.6µm
_0494_,5.6µm
_0533_,5.6µm
_0599_,5.6µm
net72,5.6µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[3\],5.6µm
net298,5.6µm
_0017_,5.14µm
_0374_,5.14µm
_0607_,5.14µm
_0675_,5.14µm
_0775_,5.14µm
_0803_,5.14µm
_0018_,5.09µm
_0164_,5.09µm
_0283_,5.09µm
_0346_,5.09µm
_0357_,5.09µm
_0362_,5.09µm
_0420_,5.09µm
_0623_,5.09µm
_0633_,5.09µm
net43,5.09µm
net56,5.09µm
net299,5.09µm
_0060_,5.04µm
_0061_,5.04µm
_0082_,5.04µm
_0085_,5.04µm
_0092_,5.04µm
_0107_,5.04µm
_0124_,5.04µm
_0133_,5.04µm
_0196_,5.04µm
_0202_,5.04µm
_0214_,5.04µm
_0222_,5.04µm
_0261_,5.04µm
_0281_,5.04µm
_0282_,5.04µm
_0291_,5.04µm
_0608_,5.04µm
_0646_,5.04µm
_0655_,5.04µm
_0674_,5.04µm
_0878_,5.04µm
net248,5.04µm
net355,5.04µm
net512,5.04µm
net520,5.04µm
_0577_,4.58µm
_0754_,4.58µm
net126,4.58µm
u_dc_fifo_rx.u_din.full.full_synch.d_middle\[0\],4.58µm
_0850_,4.53µm
_0875_,4.53µm
i_ep_err_parity.i_sync_clkb.i_pulp_sync.r_reg\[0\],4.53µm
net230,4.53µm
_0021_,4.48µm
_0024_,4.48µm
_0040_,4.48µm
_0042_,4.48µm
_0081_,4.48µm
_0089_,4.48µm
_0099_,4.48µm
_0100_,4.48µm
_0115_,4.48µm
_0116_,4.48µm
_0128_,4.48µm
_0129_,4.48µm
_0175_,4.48µm
_0183_,4.48µm
_0195_,4.48µm
_0219_,4.48µm
_0229_,4.48µm
_0245_,4.48µm
_0263_,4.48µm
_0267_,4.48µm
_0358_,4.48µm
_0445_,4.48µm
_0680_,4.48µm
_0762_,4.48µm
_0771_,4.48µm
_0809_,4.48µm
_0888_,4.48µm
net13,4.48µm
net141,4.48µm
net411,4.48µm
_0415_,4.02µm
_0575_,4.02µm
_0648_,4.02µm
_0678_,4.02µm
_0740_,4.02µm
_0398_,3.97µm
_0576_,3.97µm
_0579_,3.97µm
_0661_,3.97µm
_0020_,3.92µm
_0036_,3.92µm
_0113_,3.92µm
_0122_,3.92µm
_0135_,3.92µm
_0141_,3.92µm
_0181_,3.92µm
_0185_,3.92µm
_0188_,3.92µm
_0228_,3.92µm
_0230_,3.92µm
_0238_,3.92µm
_0344_,3.92µm
_0366_,3.92µm
_0380_,3.92µm
_0400_,3.92µm
_0412_,3.92µm
_0465_,3.92µm
_0498_,3.92µm
_0535_,3.92µm
_0586_,3.92µm
_0603_,3.92µm
_0604_,3.92µm
_0684_,3.92µm
_0687_,3.92µm
_0881_,3.92µm
net91,3.92µm
i_ep_event.sync_a\[1\],3.92µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[2\],3.92µm
net238,3.92µm
